,refexp
6353,ciel
6354,voiture
6357,ciel
6358,le fond rocheux à gauche
6359,chaussée
6360,bicyclette
6362,herbe à droite
6363,le vélo
6364,le cinglé sur le vélo
6365,ciel
6366,gens
6369,boire avec du citron
6370,bois en bas à gauche
6371,chaux à droite
6373,bouteille avant gauche
6374,gâteau
6375,mur supérieur
6378,fille à gauche
6379,ciel en haut à gauche
6380,mec tout seul au milieu
6381,les gens à droite
6382,sol très bas
6383,le coteau
6384,personne d'extrême gauche
6385,ciel en haut à droite
6386,centre de saleté
6387,arbre à gauche
6388,grand arbre à gauche
6390,personne au milieu
6391,arbre à gauche
6392,arbre à l'extrême gauche
6394,chèvre
6395,arbre tout à gauche
6396,arbre à gauche
6397,arbre très à droite
6398,centre du ciel
6399,ciel
6400,ciel
6401,bas
6402,ciel
6405,fille
6406,cliquez sur le but
6407,voiles
6408,'murica
6409,ciel à droite
6410,sol
6411,Bienvenue au signe du Chili
6412,buissons verts
6413,le groupe de personnes
6414,coin supérieur gauche
6415,centre du fond du rocher
6416,des arbres
6417,Ouais
6418,trois personnes à gauche
6419,rochers à droite
6421,fenêtre avec du blanc
6422,trottoir plus clair en bas à droite
6423,imeuble
6424,grand arbre à l'extrême droite
6425,fenêtre marron
6426,ciel
6428,clôture à gauche
6429,herbe en bas à gauche ou à droite
6430,fille
6431,fenêtre sur la partie sombre du bâtiment
6432,ciel en haut à droite
6433,fenêtre sur bâtiment blanc
6434,ciel en haut à droite
6436,portail à gauche
6437,clôture/portails coin de la maison
6438,imeuble
6439,en bas à droite
6441,ciel à gauche
6442,arbre sur le bord gauche de l'image
6443,sapin à droite
6444,milieu de l'arbre
6445,mec en gris
6446,passerelle en briques brunes
6447,le truc du pilier blanc
6448,ciel à droite
6449,Chemise verte
6450,femme au milieu
6452,ciel en haut à gauche
6453,herbe au centre où la route se courbe
6454,route
6455,ciel
6457,arbre à droite
6458,sac de viande en chapeau drôle sur la droite
6459,jupe bleue deuxième à droite
6460,fille la plus à gauche
6461,partie supérieure
6462,personne la plus à gauche
6463,à gauche le plus
6464,dame à gauche
6465,chapeau deuxième à droite
6466,deuxième homme en partant de la gauche
6467,femme en jupe rouge
6468,dame à l'extrême gauche
6469,dame au milieu avec gilet gris
6470,dame à gauche robe noire
6471,chapeau de gars seulement
6472,première personne à gauche
6473,homme en jaune
6474,gars qui joue à gauche
6475,sol
6476,paire de bâtiments côte à côte à l'extrémité de la rue
6477,bâtiment d'extrême droite
6478,des deux personnes : le droit
6479,personne à gauche la plus proche
6480,arbre à droite
6482,en bas à gauche
6483,bâtiment à droite
6484,drapeau à droite
6485,le bâtiment à droite près du drapeau
6487,bâtiment à gauche
6489,ciel
6490,bâtiments en haut à droite
6491,bâtiment à droite
6492,fond d'herbe
6493,en haut à droite
6494,tous les arbres
6496,arbre à droite
6497,ciel
6500,lac au fond
6501,la partie inférieure de la clôture
6502,montagnes
6503,mec en bleu
6504,pont
6505,n'importe où sur la moitié supérieure de l'écran
6506,toute partie des roches supérieures
6508,coin inférieur gauche
6510,saleté de fond
6511,bananes en bas à gauche
6512,homme à gauche avec chemise noire et casquette bleue
6513,rt fond la nourriture
6515,parapluie en haut à droite
6517,table avec des bananes presque directement au centre
6518,objets tombés au sol à gauche
6519,trucs jaunes en bas à gauche
6520,des tonnes de bananes au sol
6522,personne en haut rayé
6523,sur la gauche personne en veste sombre et casquette de baseball bleue
6524,couverture gris/blanchâtre coin supérieur gauche
6526,terre au bord droit
6527,dessus de l'eau
6528,buisson vert
6529,petite île en haut à gauche
6530,l'eau
6531,montagne à droite
6532,la glace
6533,ciel
6534,l'eau
6535,roche à droite
6536,sol
6537,buisson gauche
6538,buisson sur le côté droit
6539,silence
6541,le balcon jusqu'à l'escalier
6542,fenêtre en haut à gauche
6544,cliquez sur les images attachées à la balustrade en haut de l'escalier
6546,gens
6547,en haut au milieu
6548,escaliers
6550,ciel
6551,rez-de-chaussée du bâtiment rouge
6552,bâtiment d'extrême gauche
6553,bleu sur le bâtiment
6554,porte
6555,porte près du bas
6556,partie inférieure du bâtiment
6557,fenêtre du bas
6558,bas du bâtiment
6560,sable/roches
6561,drapeau en haut
6562,aucune des personnes
6563,ciel
6564,l'une des personnes à l'avant
6565,homme en veste verte et chapeau rouge
6566,personne en rouge
6568,voiture
6569,la personne la plus à gauche
6570,ciel
6571,en bas à gauche
6572,le mec à droite en bleu
6573,voiture à gauche
6574,nuage/montagne au fond à droite
6575,chose rouge
6576,sur la droite
6577,la baie
6578,ciel
6580,personne
6581,gros buisson à droite
6582,ciel
6583,route
6584,arbres à gauche
6585,en bas à droite
6586,ciel
6587,camionnette blanche
6589,l'eau
6590,bateau
6591,bas avant
6592,ciel
6594,montagne
6595,grand bateau bleu
6597,rail en bas au milieu
6598,statue d'extrême droite
6599,statue d'extrême droite
6600,petite statue à l'extrême droite
6601,statue à l'extrême gauche
6602,statue à l'extrême droite
6603,homme de pierre d'extrême gauche
6604,partie supérieure très haut
6605,la plus grande figure
6606,eau blanche
6607,coin tout en bas à droite
6608,quatrième statue en partant de la gauche
6609,deuxième statue en partant de la gauche
6611,zone bosselée en bas au centre de l'image
6612,petit pilier droit
6613,juste milieu où les rochers sont assis plus sombres
6614,la plus petite statue à l'extrême droite
6615,feuille vert clair à l'extrême gauche deuxième feuille à partir du bas
6616,centre d'arbre mince
6617,laisse le coin supérieur droit
6618,arbre au deuxième étage
6619,à l'extrême gauche il y a 4 feuilles la feuille du bas
6620,en haut à gauche
6621,bas
6622,la feuille du milieu des 3 feuilles aléatoires dépassant sur la gauche
6623,les feuilles à gauche deuxième feuille en partant du bas
6624,sable côté gauche
6626,en bas à droite
6627,homme
6628,eau côté gauche
6629,rivière tout à droite
6630,sable
6631,ciel
6632,un camion
6633,gens
6634,ciel
6636,ciel bleu
6637,arbres à droite
6638,saleté orange
6639,route
6640,la falaise rocheuse
6642,ciel
6643,groupe de personnes milieu
6644,mec tout à gauche
6645,sable
6648,visage
6649,n'importe où sur la fille
6650,en arrière-plan la ligne de rochers
6651,ciel
6652,le bâtiment bleuté à droite
6653,église
6654,palais
6655,ciel en haut à droite
6657,aucune des personnes
6659,sol
6660,en haut à gauche
6662,sac à main de femme
6663,le coin supérieur droit
6664,homme en veste bleue côté droit
6665,chemise blanche homme
6666,herbe en bas à gauche
6668,ciel
6669,centre de la veste bleue
6670,de l'eau en bas à gauche
6671,tout en haut du ciel
6672,bord gauche de l'arbre
6673,personne
6674,lol voiture bleue
6675,chemise rose dame à gauche
6676,route
6677,ciel
6678,marches du bas
6679,cathédrale
6680,ok donc n'importe quel escalier rempli d'araignées en bas
6681,groupe de personnes
6682,premier véhicule à gauche
6683,route
6684,ciel
6685,arbres à droite
6686,arbre à gauche
6687,les rochers le long du bord
6688,gazon*
6689,centre de l'image à l'extrême droite
6690,l'eau
6691,roche au milieu
6692,route en bas au milieu
6693,route
6694,autobus
6696,route de ce côté du bus
6697,cliquez sur le ciel
6698,route
6699,devant la route
6700,herbe à gauche
6701,route
6702,bâtiment en bas à gauche
6703,ciel
6704,péninsule remplie de bâtiments au centre droit
6705,terre milieu
6706,deuxième personne de droite chemise bleue
6707,ciel
6708,femme d'extrême gauche
6709,chemise blanche droite
6710,deuxième gars du côté droit chemise bleue et appareil photo
6711,sol
6712,côté de la colline de terre
6713,des arbres
6714,bébé cheval
6715,cheval à droite
6716,herbe vers le bas
6717,cheval double monté
6718,personne sur le premier cheval à gauche
6719,petit cheval sans personne dessus
6721,personne à droite
6722,les gens au milieu
6723,cheval gauche
6724,drapeau rouge et jaune
6725,personne en brun clair/bronzage sur la plate-forme avec le dos face à nous
6726,ciel en haut à gauche
6728,italie
6729,ciel en haut à gauche
6730,statue
6732,statue
6733,pull rouge vieil homme
6734,queues de cheval
6735,passerelle
6736,homme en gilet et manches rayées à droite
6737,les personnes âgées au milieu
6738,fruits à gauche
6739,le coca
6740,choux
6741,mural
6742,boîte de nourriture partie gauche de l'image
6743,légumes verts à gauche
6744,les pommes de terre en bas à gauche
6745,ciel en haut à gauche
6746,petite zone de ciel en haut à gauche
6747,bord inférieur
6748,pommes de terre en bas rt
6749,parapluie
6750,légumes rouges et verts sur la table au milieu
6751,bac de nourriture en bas à gauche
6752,boîte de fruits en bas à gauche
6753,couverture blanche ou transparente à gauche
6754,chose la plus proche de nous
6755,produire un bouquet à l'extrême gauche - de couleur rougeâtre
6756,ciel très haut
6757,le tas de douchebags au milieu
6758,bâtiment à droite
6759,le bâtiment en haut à droite
6760,centre au bord de l'eau
6761,3 pers à gauche
6762,Groupe de 6 personnes en partant de la quatrième en partant de la gauche
6763,soutien-gorge
6764,femme à gauche
6765,ciel en haut à droite
6766,herbe en bas à gauche
6767,grand arbre sur dame à gauche
6768,t-shirt rouge
6769,coin inférieur gauche
6770,ciel
6771,l'eau
6773,arbres à gauche
6774,cime des arbres à droite
6776,le visage du gars
6777,chapeau de femme
6778,chapeau d'homme
6779,l'écharpe blanche sur l'homme
6780,chapeau à droite
6781,ciel très haut
6782,visage de nana
6783,lit de droite
6784,lit de gauche
6785,table avant droite
6786,mur
6788,arbres verts
6789,dame de verre boit
6790,cime des arbres
6791,les feuilles
6792,arbre
6793,feuilles
6794,le visage de la personne à droite
6795,haut de l'arbre
6796,feuilles d'arbre
6797,fenêtre en haut à droite
6798,chemise mauve
6799,personne chemise rouge
6801,jaune
6802,sol
6803,mur bleu
6804,mec chauve en noir
6805,ciel
6806,montagnes à gauche
6807,plantes du bas
6808,sol en bas
6809,arbre côté gauche
6810,des nuages
6811,arbres verts à gauche
6812,oiseau à l'arrière-plan
6813,oiseau à droite
6814,deuxième bec d'oiseau
6815,oiseau
6816,oiseau le plus éloigné
6817,ciel
6818,canard à droite
6819,le canard à droite
6821,l'oiseau à droite regarde à droite
6822,oiseau à droite
6823,des oiseaux
6824,aucune des personnes
6825,ciel
6827,deuxième personne à partir de la rangée du bas à droite
6828,deuxième en bas à partir de la personne à droite
6829,personne du bas en bleu
6830,mur à droite
6831,personne accroupie en blanc
6832,mec d'extrême gauche
6833,avant deuxième droite
6834,eau à droite
6835,personne en bas à droite
6836,homme agenouillé à gauche
6837,autruche gauche
6838,des arbres
6839,oiseau à gauche
6841,émeu à gauche près de la clôture
6842,bus à gauche
6843,émeu le plus à gauche
6844,Le coin inférieur droit
6845,émeu à gauche
6846,l'oiseau de gauche
6847,oiseau je devant le centre'
6848,animal à l'extrême gauche
6849,les gens sont partis'
6850,oiseau milieu devant
6851,sol très en bas à droite
6852,sol
6853,fenêtre de droite
6854,petite plante verte sur pneu
6855,porte du grand bâtiment
6856,maison
6857,arbre en haut à gauche
6858,ciel du milieu
6859,jardinière à droite
6860,gros cactus en haut à droite
6861,visage
6863,visage
6864,côté droit de la montagne
6865,bas
6866,verdure en haut à droite
6867,nuages ​​au milieu
6868,l'eau
6869,ciel bleu le plus haut
6870,gros rocher au milieu
6871,côté en bas à droite
6872,brique rouge droite
6873,objet noir
6874,très bas noir
6875,ciel
6876,mur à l'extrême gauche
6877,gens
6879,imeuble
6880,ciel bleu en haut à droite
6881,enfant chemise rouge
6882,arrière-plan flou
6883,visage d'enfant à droite
6884,chapeau bleu
6885,premier gars en gilet
6886,tunnel
6888,vélo le plus éloigné
6889,coin en bas à gauche de la route
6890,vélo monté par gars regardant en arrière
6891,le pneu des motards intermédiaires à l'avant-garde
6894,vélo droit
6895,vélo droit
6896,arrière du vélo à l'extrême droite
6897,ciel dans le coin droit
6898,là
6902,coureur gauche hors cadre
6903,rocher à gauche dans l'eau
6904,gros rocher dans l'eau le plus proche de la caméra
6905,rochers entourés d'un bain à remous blanc
6907,sable
6908,océan
6909,escaliers
6910,mec qui marche
6911,cliquez sur une brique
6913,les arbres à droite
6914,ciel
6915,cheval à gauche
6916,Cheval Blanc
6917,montagne droite
6918,montagne à gauche
6919,au milieu montagne lointaine (plus courte)
6920,ciel bleu parmi les montagnes
6921,colline de droite
6922,montagnes à droite s'il vous plaît dépêchez-vous
6923,fond d'arbres
6924,montagne droite
6925,herbe droite - désolé
6926,montagne à l'extrême droite
6927,champ d'herbe à gauche
6928,l'eau
6929,les nuages ​​au milieu
6930,montagne droite
6932,grand arbre au milieu
6935,côté droit côté montagne
6936,arbres à l'extrême gauche
6937,ciel
6939,homme droit
6940,personne de gauche
6941,ciel
6942,rocher juste devant
6943,coin inférieur gauche
6944,centre avant de l'arbre
6946,Le ciel
6947,ciel
6948,sol
6949,personne d'extrême droite
6950,eau droite
6952,les gens au milieu
6953,trottoir
6954,deuxième fenêtre au premier étage
6955,le nuage le plus haut
6957,porte marron
6958,nuages ​​en bas à droite
6959,ciel
6960,drapeau arc-en-ciel
6961,partie blanche de la maison
6962,la gauche
6963,personnes à gauche
6964,femme à droite nous regarde
6965,vieil homme en chemise rose
6966,fenêtre à droite
6969,train
6972,personne
6973,zone herbeuse en bas à gauche
6974,montagne à l'arrière
6975,montagne
6976,ciel :)
6977,gazon
6978,n'importe quelle partie de la ligne d'horizon supérieure
6980,bas
6981,l'eau
6982,vert au centre gauche vers la mer
6983,herbe à gauche
6984,personne avec une chemise blanche
6985,le coin supérieur droit
6986,personne en chemise bleue
6987,sol
6988,bâtiment blanc
6990,arbre
6991,groupe entier de personnes
6992,le tank
6994,colline  à droite B6034dans le fond
6996,n'importe quel sable
6997,ciel
6998,neige sur voiture blanche à gauche
6999,l'arbre sur la tête des gars
7000,voiture verdâtre
7002,mec
7004,palmier le plus à gauche
7005,colline en arrière-plan à gauche
7006,arbre sans feuilles
7007,palmier droit se cambrant
7008,mer
7009,arbre pam le plus à gauche
7010,palmier qui n'a pas de branches
7011,l'arbre au milieu
7014,arbre d'extrême gauche
7016,sable
7017,tronc gauche qui n'a pas de feuillage
7018,palmier la plus à gauche
7019,deuxième arbre le plus proche
7020,hahatop ciel gauche
7021,centre direct
7023,la gauche
7024,troisième tronc de palmier en partant de la gauche (pas de feuilles dessus)
7025,arbre le plus élevé
7026,carrelage
7027,canard jaune à droite
7029,canard en caoutchouc sur le mur gauche
7030,gros poisson rouge
7031,panneau latéral de baignoire à droite carrelé
7032,tapis bleu
7033,retour petite chose verte
7034,donald canard
7036,canard jaune à droite
7038,manchot
7039,jouet en haut à gauche
7040,à l'intérieur de la baignoire
7041,mur
7042,canard en caoutchouc à droite
7043,tuiles en bas à gauche
7044,la rangée de jouets jaunes à droite
7045,saleté blanche
7046,gens
7047,le truc rouge sur le gars de gauche
7049,ciel en haut à droite
7052,Haut
7054,toit tiki à gauche
7055,verdure à droite
7056,bord du coin inférieur gauche
7059,navire central à fond rouge
7060,océan à gauche
7061,Ouais
7062,bateau à gauche
7064,voiture rouge
7066,groupe de petits bateaux
7067,bateau le plus éloigné au centre au milieu
7069,ciel bleu
7070,route à gauche
7071,bateau au milieu
7072,des nuages
7073,grand mur blanc à gauche
7074,herbe première parcelle près du bas
7075,reviens sur rt la fin des batiments
7076,mur de droite
7077,mur à droite
7078,arbre en haut au milieu
7079,mur marron à gauche
7080,bâtiment à droite
7081,bâtiment blanc
7082,tête en bas avant droite
7084,escalier à gauche
7085,ciel
7086,la dame en chemise blanche
7087,personne rd/wh avant
7088,sol inférieur
7089,porte de coffre
7090,coin inférieur gauche
7091,fille à droite
7092,personne de gauche
7093,cactus
7094,cactus
7095,cactus
7096,cactus
7097,partout
7098,cac
7099,cactus
7100,vélos au top
7102,vélos sur le dessus du fourgon
7103,camionette
7104,bicyclette
7105,coin inférieur gauche
7106,en bas à droite
7107,mur de briques à l'extrême gauche
7108,personne de gauche
7109,l'une ou l'autre personne
7110,mur de briques
7111,mec en noir
7112,animal gris au milieu
7113,à gauche les animaux
7115,blk roo à droite
7116,des arbres
7117,la lampe de gauche
7118,l'applique lumineuse gauche
7119,lampe au mur à gauche
7122,lampe supérieure droite
7123,espace mural vide au milieu
7124,rideau
7125,table à droite
7126,lit‚Ñ¢
7127,lumière à gauche
7128,La peinture
7129,luminaire près du coin
7130,vagues
7131,plage juste au bord de l'eau au centre
7132,ciel
7133,en bas à droite
7134,toit bleu avec lettre
7135,coin gauche du ciel
7136,coin supérieur gauche
7137,ciel
7138,ciel en haut à gauche
7139,Fontaine
7140,arbres en haut à droite
7141,ciel
7142,ciel en haut à gauche
7143,tout
7144,bateau
7145,bas
7146,ciel
7147,ciel en haut à gauche
7148,rue
7149,dame au chapeau rouge sur ses seins
7150,trottoir en bas à droite
7152,arbre au milieu à gauche
7153,la fenêtre
7154,partie jaune du véhicule
7155,porte de garage droite
7156,haut de pneu noir
7157,banane verte
7158,homme à gauche avec chemise blanche
7160,le gars à gauche
7161,champ
7162,ciel
7163,fleurs blanches devant
7164,montagnes noires
7165,herbe sur le côté gauche
7166,blanche
7167,clôture entourant l'herbe et le penquin
7168,manchot
7169,immeubles
7171,herbe côté gauche
7172,deuxième grand immeuble en partant de la droite
7173,palmier le plus proche de nous
7174,boue à droite
7175,bandes blanches de plage près des montagnes
7177,neige avant les montagnes
7178,ciel
7179,eau aux canards
7180,flanc de coteau
7181,sable en bas à gauche
7182,buissons bruns
7183,coin le plus haut à gauche
7185,Le coin inférieur droit
7186,zone brumeuse sur le dessus
7188,eau blanche
7191,personnes à droite de la table
7192,sol dans le coin droit
7193,t-shirt bleu
7194,les deux gars à gauche face à la caméra
7195,couple
7196,personne au fond pantalon noir
7198,mec en jean bleu
7199,personne deuxième à partir de la droite à l'arrière noir
7200,derrière les gens
7201,sol
7202,la chemise
7203,la conception de la route à l'avant
7204,homme à droite portant une chemise jaune
7207,mec à gauche avec un shirl blanc boutonné
7208,mec avec bras croisé
7209,ciel
7210,gazon
7211,des arbres
7212,rochers en bas à gauche
7213,milieu de l'eau
7214,sommet des montagnes
7216,la falaise rocheuse en haut de la photo
7217,ciel
7218,l'eau
7220,premier nuage en haut à gauche
7222,plus gros nuage en haut à droite
7223,haut du ciel
7224,ciel
7226,arbre à gauche
7227,ciel
7228,arbre à droite
7229,ciel
7230,ciel
7231,centre du ciel
7232,neige
7233,homme au centre
7234,la fenêtre
7235,femme en rose
7236,haut de la photo
7237,chapeau
7239,personnes
7240,un trottoir
7241,gens
7242,coin supérieur gauche
7243,Le coin inférieur droit
7245,ciel
7246,l'église
7247,les gens devant
7248,zone très sombre dans le coin inférieur gauche
7249,toute herbe verte ou arbre
7252,plante au milieu contre le mur du fond
7253,oreiller blanc droit
7255,eau au fond
7256,terrasse de piscine lol
7258,chaise longue du milieu
7259,bassin
7260,Toit rouge
7261,chaise à gauche
7262,pot à gauche
7263,le premier lit/chaise marron en partant de la gauche
7264,bande de bâtiments au milieu () de l'image
7265,la montagne au fond
7266,terrain devant
7267,train à gauche
7269,nuage en haut à gauche
7270,vélos sur le côté gauche
7271,bâtiment jaune à l'extrême gauche
7272,sol!
7273,statue blanche
7274,laisser le ciel
7275,moto blanche
7276,arbres en bas à droite
7277,vélo à l'extrême gauche
7278,vélo gauche
7279,personne
7281,vélo le plus à gauche
7282,grand arbre
7284,supérieur
7286,aliments
7287,table
7288,zone noire en haut à droite
7289,En haut à droite
7290,en haut à gauche
7291,fenêtre en haut à droite
7293,plaque en bas à droite
7294,chose en bas à gauche
7295,personne
7296,coin supérieur droit de l'image
7297,oiseau
7298,oiseau sur une branche
7299,oiseau
7300,oiseau
7302,oiseau
7303,l'oiseau
7304,oiseau
7305,ilu le bâton sur lequel l'oiseau est assis
7306,en haut à droite
7308,brd
7309,oiseau
7310,n'importe où sauf le crabe
7311,Crabe
7313,ciel
7314,montagnes sur la partie droite
7315,fille en face de nous
7316,en bas à droite
7317,chemise rayée rose clair côté droit fille
7318,enfant dans le coin inférieur gauche de la table
7319,enfant en bas à l'arrière de la tête
7321,animal dans l'arbre
7322,animal
7323,animal
7324,Le coin inférieur droit
7325,arbre
7326,animal
7327,fourrure d'animal
7328,koala
7329,n'importe quoi au fond
7330,la moitié inférieure de la ville
7331,des nuages
7332,les gens sont partis
7333,hamac
7334,tronc d'arbre
7335,tronc d'arbre à droite
7337,homme d'extrême droite
7338,en bas à gauche
7339,chapeau
7340,visage
7341,Contexte
7342,ville
7343,ciel
7344,bas
7345,pont
7346,arbre au milieu arrière
7347,femme la plus courte au milieu avec des lunettes de soleil
7348,gens
7349,haut de la fontaine
7350,t-shirt gauche personne nc
7351,ciel en haut à gauche
7352,partie debout de fontaine
7353,arbre à droite
7354,sol
7355,dame en noir à droite
7356,arbre à gauche
7357,gens
7358,sol (bord inférieur)
7360,bateau
7361,bas
7363,bateau
7364,bateau
7365,bateau
7366,coin en bas à gauche de l'eau
7367,navire marron
7368,ciel
7369,bateau
7370,ciel
7371,visage
7372,herbe devant
7373,les arbres
7374,colline à gauche
7375,ciel
7376,vert
7377,petite lampe en haut à droite
7378,la tasse courte avec un liquide foncé au milieu
7379,première plaque à gauche
7381,table du milieu
7382,tenture murale circulaire à l'extrême gauche
7383,première pizza à droite
7384,gens
7385,la peinture du chef
7387,visage
7388,ciel
7389,n'importe où sur l'enfant
7390,le manteau wtf tu cliquais bien le jeu s'est cassé
7391,la partie noir bleuâtre du ruisseau près du front
7392,le plus bas
7393,l'eau
7394,montagne en haut à gauche
7395,parcelle de terrain à mi-cadre avec des buissons
7396,l'horizon partie du sol avec toutes les choses vertes
7397,partie sablonneuse en bas à droite
7398,herbe en bas à gauche
7399,tache rocheuse en bas à gauche de l'image
7400,ciel
7402,des nuages
7403,eau à droite
7404,ciel au sommet qui n'a pas de nuages
7405,rochers à gauche
7406,gens
7407,pelouse devant
7408,montagne/colline côté gauche
7409,ciel
7410,ciel
7411,zone herbeuse
7412,toute la zone en dehors du ciel
7413,le coin inférieur droit
7414,coin supérieur gauche
7415,partie inférieure du sable
7416,sol gauche
7417,colline
7419,ciel
7420,garçon
7421,visage
7422,enfant
7423,animal
7425,personne
7426,sol
7428,chien droit
7429,chien sur le devant gauche avec marquage blanc
7430,gars chemise bleue
7432,le chien en bas à gauche - principalement blanc
7433,chien aux pieds d'un pantalon rouge
7434,arbre en haut à droite
7435,chien à droite
7436,chien à droite près du pantalon rouge
7437,pantalons rouges
7438,le gars à gauche
7439,zone herbeuse
7440,chien à droite
7441,ciel
7442,milieu de ciel bleu
7443,nuage
7444,manchot
7445,terre tout sauf les animaux
7446,des nuages
7447,ciel
7448,la formation rocheuse rouge au milieu
7449,gens
7450,herbe en bas à gauche
7451,bâti à droite
7452,sable
7453,coin supérieur droit de la maison avec les volets
7454,ciel
7455,route
7456,ciel
7458,ciel
7459,ciel
7460,ciel
7461,Le ciel
7462,motard
7463,ciel
7464,montagnes
7465,eau au milieu
7466,ciel
7467,fond de sable
7468,le gros rocher central
7469,plantes en bas à gauche
7471,coin en bas à droite
7472,coin supérieur à l'extrême gauche
7476,n'importe qui
7478,immeubles
7479,ciel supérieur
7480,pont devant
7482,pont au milieu
7483,l'eau
7484,ciel supérieur
7485,montagne/colline au centre à droite
7486,montagne
7487,droite
7488,l'eau
7489,fond d'herbe
7491,lit
7492,Haut
7493,chaise
7494,mur beige
7495,La peinture :)
7496,scooter rouge côté droit de l'image
7497,trottoir gris
7498,sol sale
7499,vélo deuxième en partant de la gauche
7500,ciel
7501,personne la plus à droite
7502,bâtiment en haut à droite
7503,personne à gauche
7506,des arbres
7507,centre de ciel nuageux
7508,n'importe où en bas de l'image
7509,immeubles
7511,porte
7513,sol
7516,chapeau sur l'homme
7517,visage de personne en marron
7518,visage en bas à droite
7519,vitres coté gauche
7520,femme au chapeau bleu devant
7521,fenêtre lumineuse à l'arrière
7522,visage de femme devant
7523,chapeau bleu
7524,pull rose
7525,mec penché
7526,des arbres
7527,gazon
7530,eau le plus à droite
7531,sol en brique
7532,ciel
7533,montagnes au milieu arrière
7534,skye
7535,la colline de sable sur
7536,montagne supérieure jaune
7537,canard
7538,oiseau
7539,l'eau
7540,les 2 rochers à côté du canard à droite
7541,l'herbe morte
7542,personne
7543,la main de l'enfant qui touche son visage
7544,pantalon blanc pour enfant
7545,visage
7547,herbe en bas à droite
7548,3 personnes dont une avec veste en cuir
7549,arbres en haut à gauche
7550,l'eau
7551,toute la zone du ciel
7552,herbe en bas à droite
7553,parcelle de terrain en bas à gauche
7554,arbre à droite
7555,montagnes au centre
7556,petit arbre au centre
7557,arbre de gauche
7558,mec maladroit à gauche
7559,le mur
7560,blouse noire et blanche
7561,mec en rouge au milieu
7564,serviette rouge la plus proche de nous
7567,femme droite
7569,femme bleue
7570,sable au fond
7571,zone verte
7572,dame rayée
7573,herbe du bas
7574,statue centrale
7575,ciel
7576,arbres à droite
7577,arbres sur le côté gauche
7578,ciel
7579,sommet de la montagne
7580,en haut à droite
7582,l'eau
7583,le nez
7587,garçon
7589,ciel supérieur
7590,arbres à gauche
7591,cactus rt
7592,gazon
7593,des arbres
7594,joueur en bleu
7595,personne de gauche
7596,ciel
7598,tour sombre
7599,fond avant en herbe
7600,le plus grand bâtiment
7601,plz dépêchez-vous gratte-ciel bleuâtre
7602,arbre de droite
7603,palmier à droite
7604,palmier à droite
7605,grand bâtiment
7606,des arbres
7607,grand arbre à l'extrême droite
7608,arbre à droite
7609,le palmier
7610,arbre à droite
7611,ciel
7612,gens
7613,ciel
7614,herbe du bas
7615,plus grand arbre
7617,mes 5 derniers jeux ont eu des pépins une partie bleue du ciel
7618,Haut
7619,top mtns
7620,l'eau
7621,coin inférieur gauche
7622,terrain le plus proche de nous
7623,cheval à gauche
7624,ciel
7625,cheval le plus à gauche
7626,le visage de la maison
7627,voiture devant
7628,arbre à gauche
7629,arbre à droite
7631,tout bâtiment
7632,arbres au milieu sur la route
7633,route
7634,les arbres sur la partie gauche de l'écran près de l'arrière de l'image
7635,ciel
7636,arbre en haut à droite
7638,ciel
7639,terre en bas rt
7641,roue avant
7642,chemise jaune
7643,gars chemise rouge
7644,nuage
7645,ciel clair
7646,le ciel orange à l'horizon
7648,moitié inférieure de l'eau
7649,fond d'eau
7650,des arbres
7651,colline en haut au milieu
7652,pont
7653,ciel
7654,tache de vert à droite
7655,bas
7656,ciel en haut à droite
7657,les deux dernières personnes à droite
7659,trois personnes à gauche
7660,la dame
7661,sable en bas à droite
7662,ciel blanc
7663,groupe de personnes
7664,groupe de personnes
7665,les gens à l'arrière
7669,ciel en haut à gauche
7670,la chemise
7671,sable devant
7672,homme d'extrême droite
7673,les gens au milieu
7674,le gros rocher
7675,gars chemise blanche à gauche
7676,groupe rapproché
7677,dis quoi encore l'eau au premier plan à gauche
7678,filles
7679,des arbres
7681,ok donc n'importe quel rocher sur la droite près de l'étang aux araignées
7682,roche côté droit l'un ou l'autre
7683,buissons à droite par des rochers
7684,le gars à gauche
7685,personne de gauche
7686,homme à gauche
7687,cycliste
7688,cycliste
7689,ciel
7690,mec à gauche
7691,mec en blanc
7693,personne à gauche
7694,en haut à droite
7695,homme devant
7696,zone herbeuse
7697,bas de l'image
7698,ciel
7699,ciel bleu
7700,mec à cheval
7701,mec à cheval
7702,cheval
7703,herbe à droite
7704,premier plan au centre de la saleté
7705,arbre côté gauche
7707,ciel droit
7708,branche d'arbre au sommet
7710,homme à gauche
7712,bâtiment à gauche
7714,voitures à droite
7716,bâtiment de droite
7717,personne la plus à gauche
7718,statue
7722,arbres sur le côté gauche
7723,ciel à droite
7724,ciel en haut à gauche
7725,collines
7726,coin en bas à droite marron
7727,en bas à gauche n'importe où
7728,ciel
7729,cette fenêtre cintrée biche
7730,gens assis
7732,escaliers
7733,mur avec fenêtre
7735,haut au milieu
7736,homme
7737,personne en haut à gauche
7738,mec avec des lunettes
7739,truc coloré au milieu
7740,rochers à droite
7741,haut du grand drapeau blanc
7742,en haut à droite
7743,jambe droite sexy
7744,l'homme le plus à gauche
7745,arbres en haut à droite
7746,Le coin inférieur droit
7747,personne au poteau à gauche
7748,paroi rocheuse à gauche
7749,drapeau sur poteau avec l'homme
