	refexp
39144	bottom right
39145	chair at bottom
39147	tree on left
39148	correct
39149	tree
39150	tree
39151	tree
39152	tree left edge of photo
39153	tree in the middle
39154	guy on far left center
39155	the guy in blue
39156	tree
39157	tree
39159	steps 
39160	big tree
39161	top left
39162	h2o
39163	pond on right
39164	hills on the upper left
39165	group of friends
39166	grass right
39167	bottom right corner
39168	white sky
39170	train
39171	people
39172	ground
39173	sky on top
39174	cactus
39175	bottom center plant
39177	man with hat
39178	giant rock
39179	yup
39181	cactus bottom middle looks like it is giving the peace sign
39182	cactus lower midde
39183	left guy
39184	bottom 3-5 pronged cactus on dark rock
39185	tiny bit of cactus furthest to the right
39187	upper tree trunk
39188	the guy
39189	bottom right
39190	tiny branch on top of cap
39191	top right
39192	window with green border
39193	window
39194	sky
39195	any part of building
39196	top balcony railing
39197	bottom blue
39198	lowest balcony
39199	window bottom right
39200	bottom porch
39201	window
39202	left window w/ white curtain
39203	top left window red curtain
39204	trash can
39205	blue outlined window on yellow wall
39206	balcony on first floor
39207	bottom right window
39208	window bottom left
39209	lower blue window on left
39210	blue window bottom left
39211	lowest balcony railings
39212	window upper left no peeping
39213	green window at bottom
39214	second story deck
39215	bottom balcony
39216	sky
39217	train
39218	the mess in the lower right
39219	ground
39220	either of the men on top of train
39221	the water
39222	guy
39223	left leaves
39224	the water
39225	frothy water
39226	moss on bottom right
39227	water
39228	water
39232	bamboo on bike handle bar
39233	dude
39234	top striped thing
39235	mid section of wall on right side
39236	the back end tail part of yellow bike that sticks out
39239	sticks on back bottom of cart
39241	ground bottom left corner
39243	glass orange juice bottom left
39244	yellow on right
39245	wheel
39246	bike
39247	blue chair
39248	stick hanging out of bike on lefthand side
39249	leftmost bamboo piece
39251	top left corner
39255	guy in all tan
39256	water way at top
39257	man in red on left
39258	the man with the green hat's waterbottle
39261	man in back wearing sunglasses
39262	white water area top right
39263	people in center
39265	street foreground
39266	far right
39267	tram
39268	road
39269	white area center top
39270	tree to left does yours keep disconnecting too
39271	bottom left
39272	sky
39273	water
39274	clouds
39275	mountain in foreground
39276	foggy mountain area
39277	grass
39278	far right person
39279	bird on the right
39280	left bird
39281	red pants
39283	the weeds to the very left
39285	duck to the right
39286	duck near us
39288	trees far left
39289	blue backpack on left
39290	people in middle
39291	small bird on left side
39292	bir on left
39293	butterfly in the
39294	front bird
39295	bird bottom right
39296	bushes on the right
39297	left ground
39298	front right bird
39303	dude on ground
39304	middle stander
39305	grass left side
39306	field middle left
39307	grass right side
39308	trees
39310	boat center 
39311	wall on the right
39312	the horns on the top right
39313	cliffs in background
39314	second dork from the left
39315	rocks in bottom left
39316	omgcanoe looking things group of them on the far right
39317	sand by theperson with a black shirt
39318	sky
39319	person right black shirt
39320	left thing in shadow
39321	the person fartherest left
39322	right corner bottom
39323	buildings
39324	stairs
39325	water
39326	white wall
39328	her hand on our right
39329	green chair arm rest on left
39330	table cloth the brown part
39331	left arm/leg of green chair
39332	small black square thingy on table
39333	table on left the skirt of tit
39334	floor
39335	left chair
39337	woman in chair
39338	sand again!
39339	sky
39340	water middle right
39341	sky
39342	the tv
39343	far left
39344	ground
39345	bed
39346	top right corner
39347	kid left
39348	floor on bottom left side
39349	orange in the hand of the boy in the background on right
39351	wall
39352	orange kid in front
39353	main person in pic
39355	the desk on the left
39356	little boy wearing shirt with very on it
39357	trees on bottom
39358	sky
39359	middle lake
39360	person
39361	face
39362	sky
39363	lake
39364	mountains
39365	bottom ground
39366	dude
39367	people front right
39368	car on far left small
39369	white car lower center
39370	white car back end towards you right side of street
39371	car green middle
39372	car in lower right corner
39373	the car red light on the bottom right
39374	sky
39375	buildings left
39376	bottom right object
39377	white car on right
39378	truck bottom right
39380	center building
39381	street
39382	middle cars farthest from us near light pole white
39383	white car parked right
39384	car on right 
39386	umbrella
39387	bottom sand
39388	palm tree on the left
39389	person right edge
39390	person n chair
39391	chair across dude
39392	chair on far left in middle
39393	sky
39394	white table that has yellow umbrella
39395	white shirt back to us
39396	bottom right sand
39397	sky
39398	water
39399	ground you can play chess on
39400	yes yes
39401	2nd blue column from left
39402	roses left side
39403	the rocks holding the right cross
39404	blue pillar second on left 
39405	centre tree
39406	tree on top right
39407	sky
39408	purple
39409	flower
39410	flower center
39411	leaves
39412	purple
39413	the flower
39414	flower
39415	top
39416	bottom right corner
39417	trees in the front
39418	far left side
39419	white on top
39420	fish on the ground
39421	"bottom ""thing"""
39422	right sand
39423	four people anywhere
39424	lamp
39425	lamp
39426	light top
39427	top light
39428	light at top
39429	top lamp
39430	lampshade in back
39431	guy far left
39432	rightmost woman mtg
39433	umbrella right
39434	middle hot babe
39435	middle umbrella
39436	treeline
39437	sky
39438	far right purple bikini
39439	sand
39440	blue sky area top right
39441	group of 3 white shirts on left
39442	white shirt sitting down fourth from left
39443	two men standing in background on the right side
39445	bottom
39446	man on right standing jeans and white tshirt
39447	kids standing up
39448	sky lol
39449	white space bottom left corner
39450	railing
39451	railing
39452	railing
39453	rail
39454	bars
39455	mountain in background
39456	fence
39457	trees
39458	people
39459	or right
39460	wheelie bike
39461	bike tire far right
39462	bike doing a wheelie
39463	the bike third from the right
39464	tire out
39465	guy on left
39466	bottom ground
39467	wheelie bike
39468	sky at top of picture edge
39469	front ground
39470	middle women
39471	sky
39472	drink
39473	anywhere at the very top
39474	man thats drinking
39475	left guy's hat
39476	woman in hat
39478	bottom right beside woman
39479	bottom
39480	people on right
39481	trees on far left
39482	the person on the left:s upper body only
39483	roof
39484	people
39485	sky upper
39486	person inside 
39487	group of people
39488	ground
39489	face
39490	the upper right part of sky
39491	clouds top right corner anywhere
39492	sky
39493	snow on right
39494	the building on the left
39495	the brick thing on the left the one in the grass
39496	canon in the middle
39497	small giraffe wall on left
39498	grass
39499	right hand gravel
39500	sky
39501	most right sand
39502	palm tree
39503	rocks at bottom right
39504	person
39505	bamboo roof
39506	mountain center right
39507	sky
39508	people
39509	water
39510	trees to left
39511	small green area right
39513	sky
39514	bird
39515	thing
39516	building on right
39517	middle small building
39518	building with pillars on left
39519	ground very bottom
39520	basilica in the middle
39521	building with four poles on left
39522	tallest section of the building in the middle/left
39523	center building
39524	center tallest building
39525	sky
39526	bottom center grass
39527	water
39528	sky
39529	bridge
39531	bottom left
39532	ceiling of the back room
39533	top middle
39534	group
39537	second plate from bottom left
39539	first had you can see on the left
39540	white cap
39541	left picture 
39542	plate second from bottom right
39543	the hand on the left bottom
39544	the pizza
39545	plate left front
39547	any of the people
39548	painting on left
39549	sky (better the skirt than his crotch)
39550	bottom of rainbow
39551	bottom half of picture
39552	lower half of picture
39553	bottom half of pic
39554	bottom half of picture
39555	mountain on the bottom 
39556	sky
39557	rock wall on right
39558	sky
39559	tan building on left
39561	white cloud
39562	gate on the building center
39563	the windiws on the building to the far right 
39564	tree on left
39565	tree on top right
39566	sidewalk
39567	plain sky
39568	bottom right corenr
39569	grey area of clouds - center but to the left
39570	people
39571	middle clouds
39572	sky
39573	left ground
39574	people
39575	sky
39576	mountain on right in sun
39577	left mountain
39578	teh big house 
39579	the red and white thingies at the bottom left
39580	bottom left
39582	the smaller buildings to the left
39583	sky
39584	sky
39585	streetcar
39586	trees
39587	bottom ground
39588	window closest top right
39589	tourist group
39590	skyyy
39591	top building
39593	sky
39594	white crashing waves (or steam) at bottom
39596	leaves to the right
39597	rocks in lower right
39598	water
39599	person
39600	water
39601	rocks
39602	rt bed
39603	left bed
39604	lamp thing in the center of the beds on the very top
39605	desk
39606	top right
39607	white clouds on left 
39608	ppl right
39609	clouds left
39610	grass on right
39611	sky
39612	ground bottom
39614	the clouds on the left
39615	clouds on left
39616	clouds on the left
39617	bus
39618	2 people to the left
39619	food in oven
39620	flame in furnace
39621	bottom left corner
39622	the bread
39624	wall
39625	cloud left bottom
39626	big bird in center
39627	big brd
39629	water
39631	top most sky
39632	clouds only 
39634	white boat left
39635	house on far left
39637	top right corner
39639	bit of blue sky on left top
39640	gray clouds
39641	agua
39642	bluebbonets
39643	top right bushes
39644	top left
39645	top left sky
39646	very upper right
39648	littlewhite sign on right
39649	white ass house on the left
39650	buildings near back
39651	right sidewalk]
39652	building right side
39653	sky
39654	the street
39655	stairs on the left
39656	water right
39657	sky
39658	leftmost of the lake
39660	mountain
39661	person
39662	ground
39664	lamp on right nightstand
39665	wood
39666	left bed
39667	right bed
39668	left bed
39670	phone
39671	the middle tree area
39672	dirt in front
39674	sky
39675	left white mist
39676	mountain
39677	sand
39678	the sky
39679	man in light blue shirt tan pants on bottom left
39680	blue jacket foreground
39681	mountain
39682	people left
39683	small plane creeping up big plane's butt
39684	bottom
39686	no worries! sky
39687	sky
39688	big plane
39689	first door on left
39690	anywhere on building
39691	tree
39692	tree in middle
39693	ocean far right
39694	right tree trunk
39696	left tree
39697	clouds on rt
39698	people
39699	big center tree
39702	middle tree
39703	sky
39704	tree top
39705	yellow ground
39706	middle tree
39707	red thing
39708	ground
39709	bird
39710	red thing
39711	bird
39712	red thing
39713	bird
39714	whatever that is
39715	left ostrict
39716	left ostrich
39717	bird to the left
39719	bush on bottom right
39720	bird left
39721	bird left
39722	left ostrich
39723	left bird
39724	the left 'birf'
39725	bird on left
39726	the ground on the right
39727	are you there
39728	top right
39729	left bird
39730	ostrich on left
39731	a turkey
39732	dirt
39733	trees at right side of picture
39734	first set of grass
39735	blue sky
39736	white building far right
39737	bushes bottom
39738	sky
39739	water
39740	sky
39741	sign on far right
39742	the sign on the left
39743	grass
39744	the road floor bottom right corner
39745	sky on right framed by trees
39746	people on right
39747	tree on right
39748	bottom
39750	white rock far right
39751	water front
39752	person blue bikini
39753	rock on far left
39754	dude sitting in the center
39756	second row from bottom center
39757	bottom orange looking flowers hanging on the wall
39758	anywhere
39759	blue background cneter bottom
39760	3 pic up on right side
39763	flowers in very lower-left
39764	left column second from bottom panel
39765	pink yellow and red flowers right
39767	flowers second from right
39768	flowers on grave
39769	slightly lighter wall on left
39770	guy in blue in background
39771	window
39772	colorful things on plate on table
39774	just to lt of guys face
39775	tablecloth
39776	roof
39777	food in his hand
39778	pie on bottom
39779	sorry middle left
39780	bottom left plate
39781	back of dudes chair
39782	man
39784	top right corner
39785	second cup on the blue table on the left side
39786	bottom right corner
39787	bottom right 
39788	4th cup on right
39789	front middle cup
39791	light blue window
39792	wall on left
39795	bottom left mug on the blue table
39796	mug right 3rd from front
39797	coffee cup in fron of woman in blue shirt
39798	any of the guys
39799	guy in black's mug
39801	frontmost table
39802	bottom right
39805	sky
39806	oceean
39807	bottom half
39808	green
39809	curtain
39810	top left
39811	cover on bed
39812	wall
39813	desk
39814	lamp
39816	upper right
39817	upper right part of sky
39818	top left corner
39819	2nd boat from bottom
39820	water on the bottom left
39821	boat says ronbon
39822	top right corner
39823	pier with people on it on left
39824	light sky in the top right
39825	top row of ships
39826	rock
39827	sky
39828	trees on right
39830	closest tree
39832	the girl - i bet she is shooting at spiders
39835	top right corner edge
39836	bottom right corner
39837	trees
39838	top cavern wall
39839	click the pathway
39841	bike in front on far right that woman is leaning on
39842	anywhere that has grass and green
39843	bike on bottom left
39844	people
39847	rock in middle
39848	rock left
39849	clouds
39851	beer bottle in the middle
39852	closest glass
39853	glass near hand of lady in right bottom corner
39854	llight hanging on far left
39855	wall or ceiling
39856	strip of floor on left
39857	closest bottle left
39858	the blue part
39860	any person
39862	bottom right corner sky uner bridge
39863	big cloud
39865	trees
39866	ground bottom left
39867	small building on left top of horizon
39868	blue sky
39869	bridge
39871	bottom
39872	big rock in the front
39873	waterfall
39874	rocks
39875	girl front
39876	man with sunglasses
39877	sky
39878	rocks
39879	people
39880	man in red
39881	face at very top
39882	upper sky
39883	water
39884	center rock
39885	vertical rock cropping center screen
39886	sky
39887	sky
39888	rocknear bottom
39889	water
39890	man 
39891	the creature sitting down
39893	snow covered mountain on the left
39894	the mountains
39895	person
39896	bottom left boat™
39897	guy
39898	man
39899	man on rock
39900	cloud far far far right
39901	statue
39902	guy on very left
39903	white sky
39904	ground
39905	whatever is by his left on ground
39907	trees on left
39908	guy
39910	water ground
39911	rock wall
39912	lama
39913	puddle
39914	black hat left
39915	window
39916	seat
39917	middle lady'
39918	ladys white hat
39920	fedora
39921	middle plant
39922	uhhh just hit the white part in middle thatll work
39923	water
39924	rock*
39925	ground
39926	sky
39927	sky
39928	people
39929	the street
39930	sky
39931	the person in the background holding a book
39932	tree right
39933	bike
39934	bicycle
39935	man in peach shirt/orange hat
39936	oxygizer
39937	guy on bike
39938	road
39939	left chair
39941	guy in all brown
39942	purple shirt
39943	bottom floor
39945	backpack
39946	guy
39947	rockd on ground
39948	face
39949	rocks he is standing on
39950	trees
39951	water area on top right
39952	person
39953	sky
39956	sky
39957	the sky towards top middle
39958	ground bottom
39959	his face
39961	chair in front 
39962	guitar
39963	the pot holder on the lower left
39964	sky
39965	small boat on rightmost side
39967	ship
39968	land
39969	small blue boat right in the middle
39970	water
39971	small white boat
39972	top sky
39973	chain
39975	person
39977	lamp
39978	big bed
39979	bench at foot of bed
39982	curtain upper right
39984	right chandelier
39985	curtain left windom
39986	wall paper
39988	left
39989	chair in very left
39991	top middle frames b/w chandeliers
39992	the rug
39993	towards the rear of room on left hand sidethe group of 3 curtains click on middle one
39994	people
39995	first chandelier
39996	brow thing on wall in center
39997	ceiling
39999	wood floor
40000	chandelier in middle
40001	top left frames
40002	3rd chandilier to the right -last one 
40006	most right rug
40008	mountains back 
40009	sky
40011	water at the bottom
40012	bottom left corner
40013	building
40014	anywhere at bottom of pic
40015	white sky area
40016	background mountains
40017	clouds big patch on the right
40018	left side mountain area in shadows with very small white buildings
40020	valley in middle
40021	blue sky rt
40022	moutains
40023	the blue area of sky top right ya heard
40024	cloud at the very top barely visible
40025	bridge
40026	water
40027	boat
40028	sky
40029	building
40030	black upper left corner
40031	water on right
40032	left person
40034	pink 
40035	water on right
40036	trees
40037	water! cmonnn
40038	upper sky
40039	sand
40040	sky
40041	ground bottom left
40042	mountain
40043	rock on bottom right
40044	cloud
40045	lower right grass
40046	people
40047	building
40048	water bottles
40049	white thing far left sky
40050	sky
40051	sand very bottom
40054	the edge of the shore
40055	waves
40057	left guy
40058	chair in middle
40059	table /top
40060	right guy
40061	rightmost chair
40062	table
40063	table
40064	table
40065	chair bottom left
40066	table
40067	table
40068	wall
40069	floor bottom right
40070	right corner floor
40071	ball
40072	sitting group in middle
40073	sky
40074	woman left black and white
40075	right red shirt
40076	plaid shirt
40077	sand at bottom
40078	anywhere in the water
40079	sky
40080	bottom sand
40081	the sun in the palm frond
40082	chair on right
40083	chair on right bottom
40084	chair with white flower
40086	ground near charger
40087	books on desk
40088	the black book
40089	rightmost chair
40090	black book thing
40091	portion of chair on right
40092	black rectangle on desk
40093	chair in right corner
40094	wall
40096	chair girl is on
40097	black square on top of the desk
40099	right bottom corner chair back
40100	white/blue thing in her hands
40101	the black thing on the table
40102	girl
40104	thing on her lap
40105	stuff on the desk
40106	half of chair closest to us
40107	light up in the back on white wall
40108	blue bag 
40110	torp rt corner
40111	hat
40112	any window
40113	person far left
40114	guy without sunglasses on left side
40115	back of seat
40116	floor of bus
40117	right hand people
40118	5 bushes lined up on right
40119	palm tree left
40120	grass in right side
40121	the water on the right
40122	sky
40123	water left
40124	right tree
40125	windows near top of building
40126	road on left
40127	the statue
40128	tree in the upper right
40130	brown building
40131	black colored bulding
40132	2nd building from left
40133	anywhere in the sky
40134	brown building lower portion
40135	brownish building
40136	tallest building
40137	the first building in the lower left corner
40138	guy face
40139	guys hand on her back
40140	the people
40141	female face
40142	lighthouse
40144	the trees to the left
40145	dark grey cement
40146	sky
40147	grass on right
40148	thick piece at the bottom
40149	anywhere on the boat
40150	top left corner
40151	right sky
40152	sea on left
40153	boy with red coat 
40154	the woman farthest to the left in the blue jacket
40155	ground
40156	man in front
40157	sky
40158	top left corner
40159	white shirt
40160	rock people are sitting on
40161	anywhere on dirt
40162	white clouds
40163	water
40164	people
40165	blue shirt girl right
40166	ground around blanket
40167	group of people
40168	rug on ground
40169	the sky
40170	top right corner
40171	weird animal in right foreground
40173	cooler on left
40175	black bag by kneeling man
40176	small animal in front
40178	man on right sitting
40179	sky
40180	anyone
40182	people
40183	buildings to the right
40184	the cars on the road
40185	sky
40187	tallest skinny tower
40188	building on right closest to us
40192	biulding on left
40193	lady
40194	couch
40195	wall
40196	wall
40197	ball
40198	ball 
40199	soccer ball
40200	the ball
40201	girl near ball
40202	ball
40203	sky
40204	ground beside the woman
40205	ball
40206	the ball
40207	big man
40210	dog
40212	clouds
40213	water to the right
40214	right person
40215	white water
40217	mountaintop
40218	person
40219	sky
40220	trees right
40221	bottom half of city
40222	bottom left quarter of screen
40223	bottom left
40224	buildings in left corner
40225	bottom left corner
40226	person
40227	most bottom
40228	water
40229	rocks  bottom
40230	bottom
40231	person standing on left red shirt
40232	man in black in the house with hat
40233	woman in green
40234	lady in red shirt
40235	window on left
40236	coke bottle in front
40237	red shirt girl
40239	bench on left
40240	red shirt chick
40242	red shirt woman
40243	table
40244	woman in red left 
40246	camera
40247	i had one that was correct that was marked wrong too  empty glass front right
40248	top right corner
40249	sky
40250	right guy
40251	first guys backpack
40252	water bottle
40253	backpack in the forground
40254	backpack on the guy in center
40255	click on the guy in the white shirt 
40257	foliage left
40258	backpack left
40259	back ceileing
40260	barrel right
40261	green thingy on top of woman at right
40263	any person
40264	yellow area of wall right side
40265	ground
40267	stairway
40268	ground on rt
40269	man
40270	hillside on far right
40271	sky
40272	white horse tail
40273	the horse in the middle
40274	middle horse
40275	trees
40276	blue shirt on horse
40277	trail
40279	ground lower left corner
40280	trees
40281	sky
40282	buildings
40284	brush in valley
40285	bottom right corner
40286	trees middle right
40287	sky
40288	right patch of trees
40289	mountain in back
40290	water
40291	tiny spot plant hanging from ceiling
40292	chair right bottom corner with no one sitting
40293	iron swirlys on right
40294	red jacket on back of chair
40295	mirror on right
40296	piece of chair at the bottom here
40297	plate far right
40299	left light
40300	chair front
40301	right in from of arm resting on table man in blue on right
40302	far bottom right
40303	chair far right empty
40304	back of chair that man with the gray shirt with red sleeves is on
40307	chair end table right
40308	people
40309	brown floor
40310	empty chair with coat the seat
40312	left picture
40313	white table cloth in front
40315	far right chair
40316	jacket blue back on chair
40317	plant in hanging basket
40318	the plants on the right
40319	chair on right emtpy
40320	blue bag right
40321	concrete walkway
40323	yellow
40324	sky
40325	steps 
40326	the grass
40327	trees on left
40328	structure
40329	sky
40330	hills bottom third
40331	mountain top
40332	white car far right bottom corner
40333	tree to the far left
40334	top middle sky
40335	the street
40336	street
40337	jesuslargest white umbrella on right
40338	church in left
40339	blue bldg
40340	the sky and lol
40341	building all the way to the right
40342	white shirt man
40343	white shirt dark pants bottom left looking right
40344	painting closest to lower left corner
40345	man on the far right carring 2 bags (one in each hand)
40346	sky
40347	top of left tree
40348	building
40349	tree left
40350	clouds 
40352	lower left tree
40354	sand
40355	area on bottom
40356	sand
40357	sand bottom left
40358	sand dunes with trees
40359	person second from left
40362	bricks at bottom right corner
40364	the bamboo on the ceiling
40365	group of 3 people
40366	far left person
40367	any part of the large rock face
40368	sky
40369	any where that is brown
40370	whatever on the rock
40371	rock area anywhere
40372	mountain
40373	any of the rock
40374	all rock
40375	chair
40376	ground
40377	mirror mirror on the wall
40378	mirror
40379	lamp right
40381	far bed
40382	lamp left
40383	bed closest to camera
40384	wall 
40385	curtain left side
40386	the girl's hand in the center just the hand
40387	woman's hand in center
40388	bald black man
40389	man in white front
40390	really bright hand on the left side 
40391	center
40392	hand
40393	carpet lower right
40394	light
40396	window
40397	left bottom corner
40399	the bouncing bed
40400	bottom anywhere
40401	stoplight
40402	sidewalk
40403	stop light
40404	stop light
40405	street light
40406	traffic light right side where colors are
40407	traffic light
40408	empty rock front
40409	the guy closet to us but what he is sitting on
40410	car
40411	very far left person (loner
40412	the vehicle
40413	car
40414	car
40415	lower right corner
40416	sky without clouds
40417	cloud
40418	people
40419	car
40420	car
40421	ground
40422	sky
40423	clouds
40424	mountain non white
40425	the snowypatch on the mountain
40426	sky no clouds
40427	back wall
40428	table on left
40429	lamp right
40430	bed
40431	floor
40432	lamp left
40433	phone very left mid
40435	snow on top left
40436	sky
40437	bottom right
40438	closest surfer
40439	farthest left person
40440	small patch of grass on bottom right
40441	palm trees on left
40442	the sky
40443	water by dock on right
40444	the ceiling
40445	any person in middle
40449	black bags front
40453	faaaar right person white shirt
40454	far right person
40455	guy right standing
40457	bottom right corner
40458	skirt and legs on left 
40459	mountains in back
40460	ground 
40461	sky
40462	the donkey
40463	the horse
40464	peep
40465	lady laying down in the bottom middle part of the picture
40466	girl in green tank top
40467	rightside chick in bra
40469	uppermost guy in grey shirt by pole
40470	red shirt light jean shorts 
40471	lime green wall window
40473	second window from right
40474	far left rectangle on house
40476	person far left
40477	clouds
40478	tree foliage top left
40479	dirt
40480	clouds in mid section
40482	mountain near the upper left
40483	mountains in the back
40484	foreground
40485	hill
40486	wet sand
40487	top blue sky area
40488	clouds
40489	wall
40490	face
40491	face
40492	people
40493	sky
40494	ground
40497	people
40498	sky
40499	rock wall middle left
40500	rock foot stool far left
40501	any 1
40502	the middle rock on the bottom
40503	left chair
40504	bed
40505	lamp on left
40506	the window
40508	orange chair
40509	floor
40510	little grey sliver in top left corner
40512	right chair
40513	wall
40514	sorry! phone
40515	water
40516	rock on bottom
40517	rocks in fore
40518	person
40519	small pile of rocks bottom right
40520	rocks bottom
40521	the rocks in the lower right
40522	land
40524	man
40526	girl in pink shirt
40527	man in blue shorts laying
40528	brick wall top
40529	person w/ sunglass
40530	green car
40531	ground
40532	wood framework on top of building
40533	sky
40535	most left car
40536	trees
40537	bikerack
40540	truck on right
40541	brick building
40542	mountain
40543	mountain range
40544	the mountains in the background
40545	top left cloud
40546	mountain in the far distance
40547	clouds on right
40549	mountain
40550	mountains in the distance
40551	bottom
40552	mountain on right
40553	the brown part of close mtn
40554	anywhere left side of pic
40555	bottom right greenery
40556	white part of sky toward top of pic
40558	peoples
40561	bottom right
40564	black sky area
40565	red thing at bottom
40566	people
40567	bowl of sauce bottom right one
40568	okay so any of the cabinets that are full of spiders
40569	cupt with red sauce the clear one on the right
40570	hand on table
40571	guy pouring something
40572	cabinets
40573	top left corner wall grey
40574	big bowl
40575	the hand holding the left cup
40576	lady on right
40578	ayes
40579	blue shirt right 
40580	old woman's head
40581	sky
40582	tallest building front
40583	water
40584	water
40585	sky
40586	right wall
40587	grass
40588	far left bluish part of wall midlle lower
40589	person
40590	bottom left
40591	door
40592	store window door
40593	big part of window
40594	water
40595	man in black swimsuit
40596	guy with yellow
40598	roof
40599	two people on right
40600	right seated guy
40601	man sitting on ground on left
40602	red jacket
40603	light brown grond
40605	trees top left
40607	sign over plane small
40608	whatever the orange thing is bottom left
40609	top sky
40610	trees
40611	ground
40612	the building on the right
40613	plane
40614	people
40616	hard one roof on the top right
40617	blue front shirt
40618	person far left
40619	biggest blanket
40620	blue jacket right 
40621	top right black red totem thing
40622	person in blue at the front bottom right
40623	straw pathway
40624	guy in middle
40625	the middle blue lady's hat
40626	hand of woman in front right side
40628	top of bamboo stick
40629	brown thing on first rug
40630	tall bottle in bottom right
40631	brown thingy lower right
40632	building middle back
40633	lady's hand on the bottom right
40635	tree left
40636	the white horse third from the right
40637	thing man is holding that sticks up in air
40638	bull white head
40639	animal on the left white
40640	sky
40641	horse with the man on it
40642	man on horse
40643	right horse
40644	ground bottom of animals
40645	sky
40646	people
40647	pink hat
40648	calender
40649	brick wall
40650	tennis player in yellow
40651	]floor
40652	sky rt
40653	branch
40655	people on far left
40657	blanket single person is sitting on it
40658	guy middle in tan & shorts
40660	grass
40661	man eating middlish left
40662	green food stuff on left
40663	person on blanket
40665	person on the right wearing the red
40666	lady close to middle with glasses
40669	trees top right
40671	the body of water with boats
40672	big part of the road
40673	sky
40674	sky
40675	sand
40676	boat
40677	water
40679	buildings in front middle
40680	clouds
40681	lake
40682	blue part of uppper sky
40684	rock they are standing on man in white hat
40685	people
40687	bush to lef
40690	the clouds
40691	botm left
40692	top right corner
40693	guy
40694	on the court where words are
40695	tree far left
40696	the sky up top
40697	water 
40698	top right sky
40699	sand
40700	trees
40701	girl
40702	face
40703	person
40704	jean jacket 
40705	sky
40706	ground
40707	patch of hill by far left shoulder
40708	group of people
40709	right mtn
40710	any person on the right
40711	pedophile with blue umbrella
40712	dirt
40713	umbrella
40714	sky
40715	woman in red center
40716	vegtables right
40717	front lady 
40718	carrots in front
40719	white sliver to her right
40720	grass
40721	the girl in the hole
40723	sky
40724	touch the white stuff
40726	rock top left
40727	person
40728	sky
40729	red
40730	left guy
40731	person bending back
40732	man on left
40733	ground
40734	dude by boat
40735	sand
40736	bboat
40738	sky top left
40739	waves left
40740	face
40741	the stupid face
40742	the guy
40743	rocks the left
40744	pants
40745	space lower right corner
40746	sky to right
40747	cloud on left
40748	what does this guy look like and white pants
40749	his pants
40750	fedora
40751	pants
40752	pants
40753	the dude's pants
40754	guys pants
40756	white sky
40757	left roof
40758	rock wall along bottom edge
40759	roof far left
40760	open sky right
40761	people
40763	sky
40764	bottom right corner
40766	the blue sky on the left 
40767	mountain on the right
40768	white sky
40769	blue shirt man standing
40770	the white water
40771	person sitting with tan hat on
40772	guy laying down on left
40773	person laying down on left
40775	2nd guy from left
40776	sky top
40778	person far right laying down
40779	beach
40780	people in boat
40781	boat nearest us
40782	water
40783	the ground before the people
40784	sky
40785	the group
40786	roof top
40787	green area top left
40789	the ruins
40790	anywhere at the bottom center
40791	trees
40792	closest person
40793	walkway beside guy at bottom
40795	the bottle closet to us
40796	the table bottom of pic
40797	glass of bear in mans hand on the right wearing black shirt
40798	brown pillar on the right in back
40799	center top
40800	top left near light
40801	yep
40802	top left right side of light
40808	second glass on left side
40809	far lamp
40812	middle photo on back wall
40813	people on right side
40815	top of first beer glass
40816	wall on the left
40817	second light
40818	first glass on left
40819	the ground
40820	buildings
40821	leaves on left
40822	left man in blue shirt
40823	house on far left
40824	people sittin on left
40826	tree branches top tight corner
40827	dancing couple
40828	striped hat person
40829	guy in black shirt middle
40830	people on the farthest right
40831	top right
40833	top right corner
40834	soft sitting chair
40835	window
40836	tree at the top
40837	people
40838	face
40839	kids head
40840	diagonal branch top right
40841	forest
40842	green trees
40843	water
40844	person
40845	bottom left corner
40846	floor
40847	man in white
40848	lady siling
40849	people near
40850	sky
40851	white building right
40852	the window on the lower building onthe left
40853	the people on the stage protected from spiders
40854	tallest building 
40855	sky
40856	buildings on left front
40857	cross
40859	person on left
40860	mtn
40861	aqua
40862	closest white sand to us bottom left corneer
40863	sky
40865	tree
40866	rt water
40867	buildings on right
40868	white sky
40869	road
40870	the white sky
40871	upper left corner
40872	sidewalk
40873	water
40874	trees
40875	lady in ill fitting red shirt
40876	guy yellow hat
40877	the sky top
40878	rocks
40879	mountain where it meets sky
40880	trees right
40881	trees on the right
40883	tree sticking out of left side
40884	the mountains right beneath the sky
40886	branches near left center
40887	step in front
40888	moss on rock center screen far left
40889	the shrubbery  top left
40891	sky
40892	people
40893	boy red hat
40894	green shirt
40895	kid to the left waving
40896	yellow hat
40897	shirt*
40898	blue skirt
40899	2 front women on right
40900	trees
40901	ground
40902	top
40903	hippie lady's face
40904	any person
40906	rocks
40907	greenery
40908	1st seal from right top area
40909	seal at bottom
40911	water
40912	the seal lying to the left the grey seal on the top
40914	top seal
40915	tan seal on top most rock
40916	grp of seal right one
40917	2nd seal from top  highest brown 
40918	seal third down middle
40919	bottom left rocks™
40920	to up until you hit a seal
40921	the third seal down in center
40922	green hill right
40923	greenish foreground area
40924	water
40925	sand on left
40926	sky
40927	turtle lower right
40928	bottom left corner
40929	sky
40930	grass
40932	person farthest right
40933	green grass on the left
40934	anywehre in middle
40935	grass anywhere
40936	man just left to the man in yellow
40937	the turtle on the grass
