	refexp
5609	left vehicle
5611	snow center foreground
5612	the mountain
5613	sky
5614	left building
5615	guy
5616	cup pf coffee in middle bottom
5617	person on far right in background
5618	any person
5621	other side
5622	cup for the bottom left person
5623	menu first  on right
5624	ceiling
5625	table
5626	roof of center buildings
5627	sky
5628	grass
5629	trees on left
5631	left boat the person inside facing camera nearest to us
5632	pesrson front left canoe
5633	the raft on the right
5634	the right most person
5635	left raft
5636	left raft boat last person on let in life jacket
5637	left person red vest
5639	far left person in life jacket
5640	water fall
5642	left person in vest
5643	guy holding yellow paddle in right raft
5644	water on bottom
5645	in boat far left
5646	girl with back towards you on the right raft 
5647	red vest 2nd from left
5648	guy on left with back to u
5649	fourth rower from right with paddle
5650	mountain in background
5651	green ground
5652	couple on railing
5653	grassy island in the far back right
5654	very top left corner
5656	fat dude
5658	white hat
5660	road
5661	blakc rectangle in from of building on left
5662	bus 
5663	big black monolith rectangle on left
5664	sky
5665	building
5666	leftest white car
5667	pole by man in pink shirt near center
5668	the dark patch on the right building
5670	right tall lamp
5671	red flowers
5672	paved sidewalk (ground)
5673	person sitting on bench
5674	dark part of building on left
5675	rightmost tree
5677	the brown part on the left most yellow building
5678	green area bottom
5679	snow
5680	mountain
5681	sky
5682	tree line at the base of a mountain
5684	the beginning of the second field from the bottom
5685	center building in background
5686	patch of grass  lower left side long patch
5687	set master account umm i mean grass foreground left
5688	sky
5689	bottom right cactii
5692	right sand area before water
5693	yellowish path in grass
5694	water by her shoulder
5695	face
5696	rocks
5697	sky top left
5698	boy's face
5699	window
5700	girls face right
5701	boy in front still j
5702	sky
5704	sky
5705	people bottom left
5707	bldg
5708	lamp post
5709	very bottom right corner
5710	lamppost
5711	very bottom left corner
5712	sky
5713	the cactus on the right with 2 arms
5714	cactus on left
5715	dirt bottom rt
5716	fire on right
5717	lower left corner
5718	sky
5719	people left
5720	left dirt 
5721	beer
5722	guy in the middle
5723	person drinking
5724	food
5725	red shirt
5726	table
5727	ceiling
5728	bbottom rught corner
5729	chair rt
5730	top left
5731	mattress
5732	top right
5733	ground
5734	left guy's right hand (our left0
5735	people
5736	anywher on the mountain
5737	bottom rocks
5738	top half of the skyline
5739	sky
5740	mountain top right
5741	sky
5742	ground
5743	snow
5744	top right
5745	water fall bottom
5746	green bottom right corner
5747	the lake
5748	sky
5749	mountains in back
5750	people
5751	the bottommost portion
5753	people
5754	archway
5755	grass anywhere
5756	left bushes
5757	sky
5759	back car
5761	people on top of train
5762	sky
5763	wall top
5764	people
5765	bottom of pic
5766	door of building on the left
5767	brown doorway on right building
5768	guy middle group on left
5769	crowd of people in the middle
5770	ground
5771	boy in blue jacket left
5772	middle girl face
5773	first child
5775	white book
5776	yellow shirt
5777	the purple bookbag on the left
5778	triad of girls
5779	2nd building on left
5780	high tree tops front right
5781	sky
5782	car front white bottom
5783	car on bottom left
5785	left most building
5786	white car in lower right area only partially seen
5787	small right section of sky
5788	tree left
5789	sky in the top middle
5790	buidling
5791	tree on the far right
5792	top left corner
5793	blue shorts
5794	rightmost dude
5795	woman standing on the logs
5796	pastly legged woman on right
5797	the person at the far right
5798	right person
5799	rightmost guy
5800	dark spot bottom right
5802	the guy looking at the camera in the front left-center
5804	rocky beach area just beneath the tress
5805	man blue shorts towards left in front
5806	rightmost guy
5807	looking at us
5808	the trees
5809	center people
5810	person in front middle blue shorts life vest looking at camera
5811	far right person
5812	left guys
5813	tire on left
5815	its ok trees
5816	the river
5817	man standing on shore blue shorts
5818	black shirt on right
5819	roof of hut
5821	red backpack
5822	tiny guy in green shirt middle
5823	man in blue jacket
5824	person on far left
5825	person 2nd from left
5826	right trees
5827	tree left
5828	the guy with longsleeve shirt
5829	sky
5830	grass left
5831	beige strip
5832	road at bottom
5833	thin strip of water middle
5834	sky
5836	green
5837	dirt road near us
5838	grass upper left
5839	sand dirt light colored line going across photo
5840	sand dirt line across photo
5841	sand in front
5842	green grass upper right
5843	the red bag in front the jeans
5844	chick in red shirt
5845	girl in yellow
5846	the girl in red jacket
5847	right  lady far right
5848	red girl
5849	person in red jacket
5851	front left girl in blue
5852	water
5853	sky
5854	top anywhere
5855	white part of wave
5856	the 2 pots on the right
5857	food in a pan
5858	person
5859	upper right corner
5860	silver lid for pot against the wall
5861	pan on right
5862	the big rock table/stovetop that the pots are on top of
5864	the logs on bottom rigt
5865	bottom middle
5866	crowd
5868	grass on right
5869	army guy on right
5870	the hat of the guy on the left
5871	top left corner
5873	guy in uniform with arm raised
5874	black hat of the man on right
5877	sand bottom of screen
5878	face of woman holding blue shirt
5880	womans head on right
5881	old man 4 from left
5882	 2nd face on right
5883	the face of the woman in the white shirt second from the left
5884	sky
5885	mountain range background
5886	brick wall to right
5887	da sky
5888	any 1
5889	second person's face (l to r)
5890	left ground
5891	airplane wings
5892	sky
5894	pavement bottom middle
5895	tower
5897	statue
5898	sky
5899	bottom left
5900	mountains right
5901	middle paintings bottom left
5902	left paninng
5903	pic middle top left
5904	bench
5906	wood floor
5908	top right painting out of the four in the center
5909	top left picture in the group of 4 on the left
5911	picture in the set of four on the right but the upper right one
5912	top right picture of the group of 4 on the right
5913	picture bottom 3rd from right
5914	picture on left 
5915	far right picture
5916	far left painting
5917	the bottom right painting in the left group
5918	2nd pictuer from right top
5919	painting all the way to the left
5920	very upper lefthand corner
5921	top right art of the center 4
5922	wall
5923	last pic on left on wall
5924	ground
5925	bottom left
5927	left half of house
5928	part of the tree directly parallel right to the girl jumping's skirt
5929	hand
5930	snake
5931	wall on the top right
5932	dog
5933	dog
5934	dog
5935	dog
5936	the doggie
5937	any person
5939	groundd
5940	dog
5942	top right corner wall
5944	girl in center
5946	child in center
5948	all of the people in the image
5949	sky
5950	big rock on left
5951	the road
5952	terrible looking grass
5953	blue sky
5954	the giant cloud
5955	the big tree
5956	anywhere on top
5957	tree
5958	middle
5959	center of the picture
5960	tree
5961	patch of green higher up on rocks
5962	water bottom
5963	rocks on right
5964	d bag diving
5965	waterfall
5967	water
5968	any of the trees
5969	sky
5970	the white building
5971	woman
5972	bush
5973	person
5974	tiles pavement
5975	window closest to woman
5976	people
5977	blue sky
5978	center rocky path
5979	grass
5980	left top corner
5981	building red roof
5982	tree on left with flowers
5983	door left brown
5985	sky
5986	tree right
5987	purple flower tree left
5988	foreground center street
5989	womans hat middle left
5990	hat on left
5991	center hat
5992	brown roof
5993	white thing on counter
5994	table left front bottom
5996	top elft
5997	brown celing
5998	floor bottom 
5999	blue jar in right womans hands
6000	ppl
6001	red person on right
6002	peaches
6003	woman red/black shirt
6004	melons
6005	bananas
6006	man on rt of statue
6007	stack of luggage
6008	any balcony
6009	skylights
6010	floor
6011	woman on the right in the sand
6012	girl front
6013	ft sign on bottom left near huge soda thing
6014	rawhna sign
6015	the people in the bleachers on the right
6016	fiat sign on right
6017	booty of any girl
6018	circle sign
6019	girl in sand on left closest foreground
6022	blue signs on right
6023	first player facing the camera 
6024	scoreboard
6025	building in the upper left
6027	tinyest volleyball lady
6028	background barrier
6029	red advertisment in back
6030	blue sign right
6031	bottle shaped sign on right
6032	yellow circle
6033	guy on the right on the feild
6034	the yellow sign in the back
6035	ftat white/blue sign on right bordering sand
6036	tiny guy far back of ring
6037	yellow volleyball
6038	sky
6039	yellow and blue sign on left
6040	right tre
6041	the dude in the back right
6042	wasted guy's face
6043	man
6044	trees lft
6045	top right
6046	sea top right
6047	bay
6048	front left rocks
6049	gray stuff bottom left
6050	top right part of the ocean
6051	small rock on the right
6052	waves at bottom
6053	rocks in the back
6054	grey sand patch botto left
6055	sky
6056	the crowd in top left or top right
6058	whale
6059	killer whale
6060	water
6063	people
6064	sky
6066	car with the back open
6068	the building on the right
6069	bldg on lft
6070	upper left sign
6071	person middle
6072	sky
6074	road
6076	sidewalk
6077	couple on left
6078	rock with lizard
6079	animal
6080	entire pic
6081	lizard
6082	people
6083	people
6084	hay
6085	top left
6086	black car
6087	ground
6089	girl
6090	the white walls
6092	skirt
6093	kid far right
6094	white hat thingy
6095	woman back turned
6096	kid on furthest left
6097	buy in all blue
6098	nun shirt
6099	the ground but avoid the people
6100	boat far right
6101	sky
6102	closest boat
6103	the white boat in the front
6104	the blue boat on right
6105	boats in back middle
6106	water
6107	grass
6108	pick your favorite person
6109	top rock
6110	ground
6111	bench dude is sitting on the rigth  on the right 
6112	white wall
6113	the frame in the back wall
6114	blue shirt
6115	leftist picutre on the wall 
6116	lone picture on wall
6118	top right
6119	wood thing in bottom foreground
6120	red thingy upper left
6122	group on left side
6125	right tree
6126	his hand
6127	top 
6128	tree trunk all the way left
6129	the guy
6130	tree truck top left
6131	that guy's face
6132	guy w/ glass
6133	yellow blurred view
6135	man laughing middle
6136	man's face with sunglasses on forehead
6137	small blue clothing on bottom left corner
6138	guy sleeping in black
6139	window top right
6140	girl's face
6141	laughing guy in back with sunglasses
6142	side of chair person in the front is sitting at
6143	man with sunglasses 
6144	very bottom left
6145	fence on right
6146	door
6147	tree
6148	greenery
6149	sky
6150	face
6151	the pillars
6152	steps
6153	lizard
6154	bottom right
6155	lower left corner
6156	tree on right
6157	left front tree
6160	building middle
6167	yellow building on left edge
6169	single person sitting bottom right corner
6171	clouds middle right screen white
6174	the city
6175	people
6176	ground in bottom front
6177	assholes
6178	water on right
6179	white hat 
6180	hat on the left
6182	wall
6183	sky
6184	ground bottom
6186	sky
6187	stone building to the right with windows
6188	green patch left middle
6189	grass bottom right 
6191	bottom right corner patch of grass
6192	any tree
6193	the crazy llama
6194	trees
6195	people
6196	sky
6197	floor
6198	has trees in it
6199	sky
6200	blue mountains in main back
6201	bottom right corner
6202	the dirt patch on the right
6203	people
6204	sky
6205	right brown layered hill
6206	ppl
6208	top left corner
6209	building near windows on far left
6210	right upper
6211	window
6212	grass
6213	left person
6217	the mountains on the left
6218	bottom left corner
6219	sky
6220	right bike
6221	bike front right
6222	first guy on bike
6225	guy
6226	the person on the bike
6228	red car
6229	pavement
6231	biker
6232	byciclist
6233	cyclist
6234	sky
6235	bottom right grass
6236	man on bike
6237	left window
6238	white shirt guy in middle
6239	red door
6240	people
6241	girl on top left in brown
6242	the brick wall on the right
6243	bricks on left
6244	brick wall to the right
6245	woman in back in white
6246	widow right
6247	bus
6248	bus
6249	bus
6250	bus
6251	bus
6252	bus
6253	bus
6254	bus
6255	anywhere on the buss
6256	diver
6257	top part of screen
6258	the tree on the left
6259	field middle
6260	sky
6261	trees on the left
6262	tree middle
6263	whitest snow
6264	gravel road
6265	bike
6266	sky
6267	green behing the rock on right
6268	top left
6269	bike
6270	dude on bike
6271	left side center in the grass
6272	sky
6273	sky again
6274	tree
6276	clouds
6277	center of photo greyish water
6280	any part of the white water falls
6281	click anywhere in the black areas
6283	black left
6284	black space right
6285	the people
6286	lantern held by yellow
6287	middle left side
6288	most bottom right
6289	top left
6290	darkness
6291	the ground on the bottom right
6292	road right
6293	sdiewalk
6294	the ground
6295	sky left top
6296	water 
6297	trees on right
6298	person
6300	grass
6302	rocks on right
6303	upper right corner trees
6304	tree on left side
6305	person
6307	tree to left
6308	grass to the bottom right
6309	sky
6310	big palm far right
6311	stone wall bottom left 
6312	rock thing bottom left
6313	blue sky left
6314	foreground sand
6315	wall right
6316	plant on left
6317	palm tree on left
6318	the group of people kneeling
6319	crowd in back
6320	sky
6321	bottom right corner sand
6323	leftmost person
6324	top left corner
6325	very bottom ground
6326	group on left
6327	guy on the right
6329	anywhere within the tree
6330	clouds
6331	lamp
6332	lamp
6333	wall
6334	little plant on table
6335	lamp on table
6336	lamp on table
6337	bed on right
6338	my bad  the thing on the table that looks like a tree
6339	left bed
6340	lower left
6341	phone
6342	dresser
6343	people
6344	top right 
6345	the bridge planks on the bottom
6346	buildings
6347	rt bush
6348	clouds
6349	part of cloudy mountains on left
6353	sky
6354	car
6357	sky
6358	the rocky background on left
6359	pavement
6360	bike
6362	grass on right
6363	the bik
6364	th weirdo on the bike
6365	sky
6366	people
6369	drink with lemon
6370	wood on bottom left
6371	lime right
6373	bottle front left
6374	cake
6375	top wall
6378	girl on left
6379	sky top left
6380	guy by himself in middle
6381	people on right
6382	ground very bottom
6383	the hillside
6384	far left person
6385	top right sky
6386	dirt center
6387	tree on left
6388	big tree to the left
6390	person in middle
6391	tree on left 
6392	tree far left
6394	goat
6395	tree all the way on the left
6396	tree on the left
6397	tree very right
6398	sky top center
6399	sky
6400	sky
6401	bottom
6402	sky
6405	girl
6406	click on the goal
6407	sails
6408	'murica
6409	sky right
6410	ground
6411	welcome to chile sign
6412	green bushes
6413	the group of people
6414	top left corner
6415	rock bottom center
6416	trees
6417	yep
6418	three people on left
6419	rocks on right
6421	window with white
6422	bottom right lighter sidewalk
6423	building
6424	huge tree at far right
6425	brown window
6426	sky
6428	fence left
6429	grass either bottom left or right
6430	girl
6431	window on dark part of building
6432	top right corner sky
6433	window on white building
6434	sky upper right corner
6436	gate on the left
6437	fence/ gates corner of the house
6438	building
6439	bottom right
6441	sky on left
6442	tree on the left edge of picture
6443	pine tree right
6444	tree middle
6445	dude in gray
6446	brown brick walkway
6447	the white pillar thing
6448	sky right
6449	green shirt
6450	woman in middle
6452	top left sky
6453	grass in center where road bends
6454	road
6455	sky
6457	tree right
6458	meatbag in funny hat on the right
6459	blue skirt second right
6460	farthest left girl
6461	top part
6462	leftmost person
6463	left most
6464	lady on left
6465	hat 2nd right
6466	second man from left
6467	woman in red skirt
6468	lady on far left
6469	lady in the middle with grey vest
6470	lady on left black dress
6471	guy hat only
6472	first person on left
6473	man in yellow
6474	guy playing on left
6475	ground
6476	pair of buildings standing side by side at far end of street
6477	far rigth building
6478	of the two people: the right
6479	person on left closest
6480	tree on right 
6482	bottom left
6483	building right
6484	flag on right
6485	the building to the righr near flag
6487	building on left
6489	sky
6490	top right buildings
6491	building on right
6492	grass bottom
6493	top right
6494	any trees
6496	tree right
6497	sky
6500	lake at bottom
6501	the lower part of the fence
6502	mountains
6503	dude in blue
6504	bridge
6505	anywhere on top half of the screen
6506	any part of upper rocks
6508	bottom left corner
6510	bottmdirt
6511	bananas on left bottom
6512	man on left with black shirt and blue ball cap
6513	rt bottom the food
6515	umbrella top right
6517	table with bananas almost directly in center
6518	items fallen to ground left
6519	yellow stuff bottom left
6520	tons of bananas on the ground
6522	person in striped top
6523	on left person in dark jacket and blue baseball cap
6524	gray/whitish cover top left corner  
6526	land on right edge
6527	water top
6528	green bush
6529	small island upper left
6530	water
6531	mountain right
6532	ice
6533	sky
6534	water
6535	rock to right
6536	ground
6537	left bush
6538	bush on right side
6539	silencio
6541	the balcony the stairs lead up to
6542	window top left
6544	click on the pictures tied to the railing at the top of the stairs
6546	people
6547	top middle
6548	stairs
6550	sky
6551	bottom story of red building
6552	far left building
6553	blue on building
6554	doorway
6555	doorway near bottom 
6556	building bottom part
6557	bottom window
6558	bottom of building
6560	sand/rocks
6561	flag at top
6562	any of the people
6563	skyyyyy
6564	any of the people in the front
6565	man in green jacket and red hat
6566	person in red
6568	car
6569	left most person
6570	sky
6571	bottom left
6572	right guy in blue
6573	car left
6574	cloud/mountain in the far back on the right
6575	red thing
6576	on the right
6577	the bay
6578	sky
6580	person
6581	big bush right
6582	sky
6583	road
6584	trees left
6585	bottom right
6586	sky
6587	white van
6589	water
6590	boat
6591	front bottom
6592	sky
6594	mountain
6595	big blue boat
6597	rail in bottom middle
6598	far right statue
6599	extreme right statue
6600	small statue on far right
6601	ststue on the far left
6602	statue far right
6603	far left stone man
6604	top section very top
6605	tallest figure
6606	white wate
6607	very bottom right corner
6608	4th statue from left
6609	second statue from the left
6611	bumpy area bottom center of picture
6612	small right pillar
6613	middle ground where rocks are sitting darker
6614	smallest statue on the far right
6615	light green leaf far left second leaf from bottom
6616	thin tree center
6617	leaves upper right hand corner
6618	tree on second floor
6619	far left there are 4 leaves the bottom leaf
6620	top left
6621	bottom
6622	the middle leaf of the 3 random leaves sticking out on the left
6623	the leaves on the left second leaf from bottom
6624	sand left side
6626	bottom right
6627	man
6628	water left side
6629	river all the way to the right
6630	sand
6631	sky
6632	truck
6633	people
6634	sky
6636	blue sky
6637	right trees
6638	orange dirt
6639	road
6640	the rocky cliff
6642	sky
6643	group of people middle
6644	guy to the very left
6645	sand
6648	face
6649	anywhere on the girl
6650	in background the line of rocks
6651	sky
6652	the bluish building to the right
6653	church
6654	palace
6655	top right corner sky
6657	any of the people
6659	floor
6660	upper left
6662	bag in woman's hand
6663	top right corner
6664	man in blule jacket right side
6665	man white shirt
6666	grass lower left
6668	sky
6669	blue jacket center
6670	water in the bottom left corner
6671	very top of the sky
6672	tree left edge
6673	person
6674	lol blue car
6675	pink shirt lady on left
6676	road
6677	sky
6678	bottom steps
6679	cathedral 
6680	okay so like any of the spider filled stairs on the bottom  
6681	group of people
6682	first vehicle on left
6683	road
6684	sky
6685	trees onright
6686	tree on left
6687	the rocks along the edge
6688	grass*
6689	center of picture far right
6690	water
6691	middle rock
6692	road at bottom middle
6693	road 
6694	bus
6696	road this side of the bus
6697	click on the sky
6698	road
6699	road front
6700	grass on the left
6701	road
6702	bottom left building
6703	sky
6704	peninsula filled with buildings in center right
6705	land middle
6706	2nd person from right blue shirt
6707	sky
6708	far left woman
6709	white shirt right
6710	2nd guy from the right side blue shirt and camera
6711	ground
6712	dirt hill side
6713	trees
6714	baby horse
6715	horse on right
6716	grass toward bottom
6717	double ridden horse
6718	person on 1st horse left
6719	small horse with no one on it
6721	person right
6722	people middle
6723	left horse
6724	red and yellow flag
6725	person in light brown/tan on platform with back facing us
6726	top left corner sky
6728	italia
6729	sky top left
6730	statue
6732	statue
6733	old man red sweater 
6734	ponytails
6735	walkway
6736	man in vest and striped sleeves on right
6737	old people in the middle
6738	fruit left
6739	the coke 
6740	cabbage
6741	mural
6742	box of food left part of picture
6743	green vegetables on the left
6744	the potatoes on the bottom left
6745	sky top left
6746	small area of sky top left
6747	bottom edge
6748	potatoes bottom rt
6749	umbrella
6750	red and green vegggies on table in the middle 
6751	bin of food bottom left
6752	box of fruit bottom left
6753	whote or clear cover on left
6754	thing closest to us
6755	produce bunch far left- reddish in color
6756	sky very top
6757	the bunch of douchebags in the middle
6758	building on right
6759	the building in the top right
6760	water front center
6761	3 ppl on left
6762	6 person group starting fourth from the left
6763	bra
6764	woman on left
6765	sky top right
6766	bottom left grass
6767	big tree over lady on lefth
6768	red shirt 
6769	lower left corner
6770	sky
6771	water
6773	trees on the left
6774	tree tops right
6776	the guy's face
6777	womans hat
6778	mans hat
6779	the white scarf on the man
6780	hat on right
6781	sky very top
6782	chicks face
6783	right bed
6784	left bed
6785	table front right
6786	wall
6788	green trees
6789	glass lady is drinking
6790	tree tops
6791	the leaves
6792	tree
6793	leaves
6794	person's face on right
6795	top tree
6796	tree leaves
6797	window top right
6798	purple shirt
6799	red shirt person
6801	yellow
6802	floor
6803	blue wall
6804	bald guy in black
6805	sky
6806	mountains on left
6807	bottom plants
6808	ground at bottom
6809	tree left side
6810	clouds
6811	green trees on left
6812	bird in back
6813	right bird
6814	second bird's beak
6815	bird
6816	farthest bird
6817	sky
6818	duck on right
6819	the duck on the right
6821	the bird on the right looking at the right
6822	bird on right
6823	birds
6824	any of the people
6825	sky
6827	second person from right bottom row
6828	bottom 2nd from right person
6829	bottom person in blue
6830	wall right
6831	crouching person in white
6832	far left dude
6833	front 2nd right
6834	water on right
6835	bottom right person
6836	man kneeling on left
6837	left ostrich
6838	trees
6839	bird left
6841	emu on the left near the fence
6842	bus on left
6843	emu farthest left
6844	bottom right corner
6845	emu on left
6846	the left bird thing
6847	bird i front center'
6848	animal on the leftmost
6849	people left'
6850	bird middle front
6851	ground very lower right
6852	ground
6853	right window
6854	small green plant on tire
6855	door of big building
6856	house
6857	left top tree
6858	middle sky
6859	planter on right
6860	big cactus thing top right
6861	face
6863	face
6864	mountain right side
6865	low
6866	greenery on top right
6867	clouds in middle
6868	water
6869	uppermost blue sky
6870	big rock middle
6871	side on the bottom right
6872	right red brick
6873	black object
6874	very bottom black
6875	sky
6876	wall on the far left
6877	people
6879	building
6880	blue sky top right
6881	red shirt kid
6882	blurry background
6883	child's face on the right
6884	blue hat
6885	first guy in vest
6886	tunnel
6888	farthest bike
6889	road bottom left corner
6890	bike ridden by guy looking back
6891	the forefront middle bikers tire
6894	right bike
6895	right bike
6896	back of bike in the far right
6897	sky on right right corner
6898	there
6902	left rider off frame
6903	rock on the left in the water
6904	big rock in water closest to camera
6905	rocks surrounded by white whirlpool
6907	sand
6908	ocean
6909	stairs
6910	walking guy
6911	click da brick
6913	the trees on the right
6914	sky
6915	horse on left
6916	white horse
6917	right mountain
6918	mountain on the left
6919	middle far mountains (shorter)
6920	blue sky amongst mountains
6921	right hill
6922	mountains right please hurry
6923	trees bottom
6924	right mountain
6925	right grass- sorry
6926	mountain to far right
6927	field of grass left
6928	the water
6929	clouds middle
6930	right mountain
6932	big tree in middle
6935	rightside mountain side
6936	trees far left
6937	sky
6939	man right
6940	left person
6941	sky
6942	boulder right in front
6943	bottom left corner
6944	tree front center
6946	the sky
6947	sky
6948	ground
6949	far right person
6950	right water
6952	people middle
6953	sidewalk
6954	2nd window oon the 1st floor
6955	the cloud that is highest
6957	brown doorway
6958	clouds bottom right
6959	sky
6960	rainbow flag
6961	white part of house
6962	left
6963	people on left
6964	woman on right looking at us
6965	old man in pink shirt
6966	window right
6969	train
6972	person
6973	grassy area bottom left area
6974	mountain in back
6975	mountain
6976	sky :)
6977	grass
6978	any part of the top skyline
6980	bottom
6981	water
6982	green in the center left to the sea
6983	grass on left
6984	person with white shirt
6985	top right corner
6986	person in blue shirt
6987	ground
6988	white bldg
6990	tree
6991	entire group of people
6992	the tank
6994	the right hill in the beackground
6996	any sand
6997	sky
6998	snow on white car on left
6999	the tree over guys head
7000	greenish car
7002	guy
7004	left most palm tree
7005	hill in background left
7006	tree without any leaves left
7007	right palm tree arching over
7008	sea
7009	leftmost pam tree
7010	palm tree that has no branches
7011	the tree in the middle
7014	far left tree
7016	sand
7017	trunk left that has no foliage
7018	left most palm
7019	2nd closest tree
7020	hahatop left sky
7021	like direct center
7023	left
7024	3rd palm trunk from left  (no leaves on it) 
7025	highest tree
7026	tile floor
7027	yellow duck on right
7029	rubber ducky on left wall
7030	big red fish
7031	bath side panel right tiled
7032	blue rug
7033	back tiny green thing
7034	donald duck
7036	yellow duck on right 
7038	penguin
7039	toy top left
7040	inside tub
7041	wall
7042	rubber ducky on right
7043	tiles bottom left
7044	the row of yellow toys on right 
7045	white dirt
7046	people
7047	the red thing on the left guy
7049	sky top right
7052	top
7054	tiki roof on left
7055	greenery right
7056	bottom left corner edge
7059	center ship with red bottom
7060	ocean to the left
7061	yep
7062	boat on left
7064	red car
7066	group of small boats
7067	furthest boat in center middle
7069	blue sky
7070	road left
7071	boat in the middle
7072	clouds
7073	white large wall on left
7074	grass 1st plot near bottom
7075	go back on rt the end of the bldgs
7076	right wall
7077	wall on the right
7078	tree at top in middle
7079	brown wall on left
7080	building to the right
7081	white building
7082	head lower front right
7084	stairs on the left
7085	sky
7086	the lady in white shirtl
7087	person rd/wh front
7088	bottom ground
7089	trunk door
7090	left bottom corner
7091	right girl
7092	left person
7093	cactus
7094	cactus
7095	cactus
7096	cactus
7097	anywhere
7098	cac
7099	cactus
7100	bikes on top
7102	bikes on top van
7103	van
7104	bike
7105	bottom left corner
7106	bottom right
7107	far left brick wall
7108	left person
7109	either person
7110	brick wall
7111	guy in black
7112	gray animal in the middle
7113	left animals
7115	blk roo right
7116	trees
7117	the left lamp
7118	the left light sconce
7119	lamp on wall left
7122	right upper lamp
7123	empty wall space in middle
7124	cutain
7125	table on the right
7126	bed™
7127	light left
7128	painting
7129	light fixture near corner
7130	waves
7131	beach right at water in center
7132	sky
7133	bottom right
7134	blue roof w/ letter
7135	sky left corner
7136	left top corner
7137	sky
7138	sky upper left
7139	fountain
7140	trees on upper right
7141	sky
7142	sky top left corner
7143	everything
7144	boat
7145	bottom
7146	sky
7147	sky on top left
7148	street
7149	lady with red hat on her boob
7150	sidewalk on right bottom
7152	tree left middle
7153	window
7154	yellow part of vehicle
7155	right garage door
7156	blk tire top
7157	green banana
7158	man on left with white shirt
7160	guy left
7161	field
7162	sky
7163	white flowers in front
7164	black mountains
7165	grass on left side
7166	white
7167	fence surrounding grass and penquin
7168	penguin
7169	buildings
7171	grass left side
7172	2nd tall building from right
7173	palm tree closest to us
7174	mud right
7175	white strips of beach near the mountains
7177	snow before mountains
7178	sky
7179	water with ducks
7180	hillside
7181	sand bottom left
7182	brown bushes
7183	topest leftest corner
7185	bottom right corner
7186	misty area on top
7188	white water
7191	people on right side of table
7192	ground in right corner
7193	blue shirt
7194	the two guys in the left facing the camera
7195	couple
7196	person in back black pants
7198	dude in blue jeans
7199	person second from the right in back black
7200	behing people
7201	ground
7202	shirt
7203	the design in the road in the very front
7204	man on right wearing yellow shirt
7207	guy on left with button down white shirl
7208	guy w/ arm cross
7209	sky
7210	grass
7211	trees
7212	rocks bottom left
7213	water middle
7214	top mountains
7216	the rock cliff at top of picture
7217	sky
7218	water
7220	first cloud upper left
7222	biggest cloud on top right
7223	top of sky
7224	sky
7226	tree on left
7227	sky
7228	tree on the right
7229	sky
7230	sky
7231	sky center
7232	snow
7233	man in center
7234	window
7235	woman in pink
7236	top of photo
7237	hat
7239	ppl
7240	a sidewalk
7241	people
7242	top left corner
7243	bottom right corner
7245	sky
7246	the church
7247	people front
7248	very dark area at bottom left corner
7249	any green grass or tree
7252	plant in middle against far wall
7253	right white pillow
7255	water in back
7256	pool deck lol
7258	middle lounge chair
7259	pool
7260	red roof
7261	chair on left
7262	pot left
7263	the first brown bed/chair from the left
7264	strip of buildings in middle() of picture
7265	the mountain in the back
7266	ground in front
7267	left train
7269	cloud on upper left
7270	bikes on the left side
7271	yellow building far left
7272	ground!
7273	white statue
7274	let sky
7275	white motorcycle
7276	trees bottom right
7277	bike to the far left
7278	left bike
7279	person
7281	leftmost bike
7282	tree big oen
7284	upper
7286	food
7287	table
7288	black area top right corner
7289	upper right
7290	top left
7291	window top right
7293	plate in bottom right
7294	bottom left corner thing
7295	person
7296	 top right corner of picture
7297	bird
7298	bird on a branch
7299	bird
7300	bird
7302	bird
7303	thebird
7304	bird
7305	ilu the stick the bird is sitting on
7306	top right
7308	brd
7309	bird
7310	anywhere but crab
7311	crab
7313	sky
7314	mountains on right portion
7315	girl in front facing us
7316	bottom right
7317	girl right side light pink stripe shirt
7318	child on the bottom left corner of the table
7319	bottom kid back of head
7321	animal in the tree
7322	animal
7323	animal
7324	bottom right corner
7325	tree
7326	animal
7327	fur of animal
7328	koala
7329	anything in the bottom
7330	lower bottom half city 
7331	clouds
7332	people left
7333	hammock
7334	tree trunk leftbe
7335	tree trunk right
7337	man far right
7338	bottom left
7339	hat
7340	face
7341	background
7342	city
7343	sky
7344	bottom
7345	bridge
7346	tree in the middle rear
7347	shortest woman in the middle with sunglasses
7348	people
7349	fountain top
7350	left person nc t shirt
7351	top left sky
7352	fountain  standing part
7353	tree right
7354	ground 
7355	lady in black on right
7356	tree on left
7357	people
7358	ground (bottom edge)
7360	boat
7361	bottom
7363	boat
7364	boat
7365	boat
7366	water bottom left corner
7367	brown ship
7368	sky
7369	boat
7370	sky
7371	face
7372	grass in front
7373	the trees
7374	hill left
7375	sky
7376	green
7377	small lamp at right top
7378	the short cup with dark liquid in the middle
7379	first plate on left
7381	middle table
7382	circle wall hanging far left
7383	first pizza on the right
7384	people
7385	the painting of the chef
7387	face
7388	sky
7389	anywhere on the kid
7390	the coat wtf you cliking it right the game broke 
7391	the bluish-black part of the stream near the front
7392	lowest
7393	water
7394	top left mountain
7395	patch of land mid frame with bushes
7396	the horizon part of the ground with all the green stuff
7397	sandy part bottom right
7398	grass on bottom left
7399	rocky spot on the left bottom of the picture
7400	sky
