,refexp
36298,sommet de la montagne
36299,en bas à droite
36300,garçon devant avec un pantalon rouge
36301,ciel
36302,tas de pierres à droite
36303,femme au dernier rang à gauche
36304,robe blanche devant
36305,toute personne
36306,garçon à droite
36307,petit enfant à gauche en bleu
36308,grand gars à l'arrière
36309,montagnes
36310,ciel
36311,arbre en haut à gauche
36312,partie inférieure de la photo
36313,animal
36314,eau en bas à droite
36315,milieu des bâtiments
36316,ciel
36317,plante la plus à droite
36319,droite groupe de personnes
36320,plante à droite
36321,bouquet de feuilles à droite
36322,visage extrême droite en chemise noire
36324,plante à droite
36325,arbre à gauche
36326,feuille de vigne
36327,porte-plante au milieu
36330,buisson droit
36331,cliquez en bas à gauche
36334,poteau blanc
36335,buisson à droite
36336,voir la colonne centrale cliquez sur la saillie vers la gauche
36337,buisson central
36338,buisson à l'extrême droite
36339,ciel
36340,personne en bas à gauche - plein visage
36341,visage de femme en bas à droite
36342,visage de femme en haut à gauche
36343,personnes en haut à droite face
36344,chapeau gauche
36346,gens
36347,chapeau droit
36348,chapeau gauche
36350,chapeau à gauche
36351,grand immeuble à droite
36352,ciel
36353,montagne avec de la neige
36354,bâtiment blanc en bas à gauche
36355,la ville n'importe où dans la ville
36356,centre
36357,bâtiment sur la gauche avec du bleu dessus
36359,femme d'extrême gauche
36361,mur rt
36362,bas
36363,escalier droit
36364,les gens à droite
36366,porte noire
36367,la fenêtre
36368,fond de route
36369,arbre à gauche
36370,arbre à gauche
36371,bâtiment central
36372,les deux grands immeubles à l'arrière
36373,ciel
36374,pingouin à droite
36375,sol
36376,oiseau tourné vers l'avant
36377,bleu
36378,homme en speedo
36379,ciel
36380,l'océan
36381,haut drapeau britannique
36382,les gens en bas à droite
36383,ciel bleu
36384,Haut
36385,centre d'arbres verts
36386,construction sur toit gauche
36387,route/allée
36388,chemin de terre au milieu
36389,l'eau
36390,imeuble
36391,montagnes à l'horizon
36392,la route la partie à droite
36393,herbe brune en bas à gauche
36395,voiture grise
36396,arbre en bas à gauche
36397,montagne à droite
36398,ciel
36399,grand arbre
36400,haut du ciel
36401,eau en bas à droite
36402,portion d'eau à l'extrême gauche
36403,pont
36404,l'eau
36405,sable
36406,ciel
36407,gazon
36408,ciel
36409,voiture
36410,trottoir en bas à droite
36411,rangée de plafonniers à gauche
36412,en bas à gauche
36413,rangée de plafond éclairé à droite
36414,plafonniers à gauche
36415,grosse colonne noire de droite
36416,lumière au plafond gauche
36417,rangée de plafonniers à gauche
36418,rangées de lumières au plafond gauche
36419,oui
36420,passerelle du milieu où personne ne se tient
36421,colonne sombre deuxième devant
36422,rangée de lumières en haut à gauche
36423,fenêtres sur rt
36424,en bas à droite
36425,partie beige du deuxième étage
36426,troisième truc brun cloum sans araignée
36427,grande foule
36428,rangée gauche de lumières au plafond
36429,milieu de l'arbre
36430,coin inférieur gauche saleté
36431,terre à droite
36433,mur
36434,ciel bleu
36437,grafettis sur mur
36440,gens
36441,arbre à droite
36442,signe jaune
36445,rto de soupir saleté
36447,bas
36448,colline
36449,ciel
36450,l'eau
36451,fille
36452,nana
36453,sol
36454,mec à lunettes
36455,avant-garde de grande bouteille vide
36456,bouteille verte en verre gauche à l'arrière
36458,verre à partir de la droite en bas de l'écran
36459,t-shirt vert
36460,la droite bouteille de coca sur le dessus de la tête avec des cheveux châtain foncé
36462,compteur à gauche
36463,tabouret sur le côté gauche partiellement coupé
36465,Le toit
36466,buisson fleuri à gauche
36467,Le coin inférieur droit
36468,toit
36469,ciel
36471,zone herbeuse
36472,arbre à l'extrême droite
36473,arbre à l'extrême droite
36477,trottoir le plus à droite
36478,feuilles d'arbre à droite
36479,arbres à gauche
36480,ciel
36481,zone de colline
36483,brosse à récurer verte en bas à gauche
36484,plante en bas à gauche
36486,arbre à droite
36487,personnes à gauche
36488,ciel
36489,arbres à gauche
36490,route
36492,arbres dans le coin inférieur droit
36494,l'eau
36495,arbres en bas à gauche
36496,sable au fond
36498,personne à droite
36499,chemise rose
36501,personne au milieu
36502,personne à gauche
36503,chemise rose
36504,mec rose
36505,chemise rose
36506,t-shirt rouge
36508,milieu de chemise rose
36509,homme du milieu
36510,personne du milieu
36512,arbres en haut à droite
36513,personne du milieu
36514,mouton au centre exact du milieu
36515,devant de l'herbe
36516,l'eau au centre
36517,longue étendue de bétail
36518,fines bandes d'eau
36519,arbres en arrière-plan
36520,moitié supérieure du ciel
36521,avant premier animal
36522,herbe en arrière
36524,groupe d'animaux
36526,eau à droite
36528,bateau
36529,le bateau
36530,traversier
36531,ciel bleu en haut à gauche
36532,le coin supérieur droit
36533,les nuages
36534,partie orange du ciel
36535,tout le bateau
36537,bateau
36538,bateau
36539,deuxième en partant de la droite sur le chemin en bas de l'espace losange sur le mur
36540,mur
36541,chaise milieu bas
36542,chaise devant
36543,dessus de table côté gauche
36544,chaise en bas de la photo
36545,table
36546,canapé à droite
36547,en bas à droite
36548,petit canapé dans le coin gauche plaid plus foncé
36549,tu avais ce rideau
36550,coin supérieur gauche
36552,gens
36553,sol
36554,droite gars
36555,un camion
36556,mec à gauche
36557,gazon
36558,des nuages
36559,voiture
36560,tout en bas à gauche
36562,fille en chemise noire avec coeur à droite
36563,cactus d'extrême droite
36565,cactus à gauche au premier plan
36566,tout le chemin à gauche
36568,le groupe de quatre cactus tout à gauche près du haut
36569,ciel
36570,cactus le plus à droite
36571,cactus droit
36573,fille rouge et fille avec lui
36574,cactus d'extrême droite
36576,chemise bleue milieu
36578,coin rt inférieur
36579,ville
36580,milieu de la chaîne de montagnes
36581,l'arbre en bas à gauche
36582,ciel
36583,ciel
36584,montagnes au loin
36586,route
36587,eau autour de l'île
36588,buisson à droite
36589,buisson à gauche
36590,chameau
36591,saleté rouge au premier plan
36592,ciel
36593,crâne tout en haut à gauche
36594,le corps au premier plan
36596,sol avec du soleil dessus
36597,barres de bois centre droit
36598,coin supérieur droit de la photo
36599,lampe sur table de nuit
36600,deuxième peinture sur mur
36601,pôle
36602,lit le plus proche
36603,image de chat
36604,en haut à gauche
36605,table basse avec plante
36606,structures au milieu
36607,coin supérieur gauche
36608,coin inférieur gauche de l'herbe
36609,en haut à droite
36610,neige
36611,trucs rocheux
36612,ciel
36613,toit
36615,le signe
36616,gens
36617,centre aquatique
36618,terre
36620,des nuages\
36621,l'eau
36622,route en briques
36623,marchandise à gauche
36624,gardiens près de nous
36625,mur rouge à droite
36627,couverture blanche en bas à gauche
36628,tissu sur mur par personne en vert
36629,debout
36630,bureau le plus proche du bas
36631,en haut à gauche
36632,la fenêtre
36633,filles en bas à droite
36634,chemise bklue
36635,enfant rose en bas à droite
36636,caméra
36637,des nuages
36639,l'image entière n'importe où
36640,coin inférieur droit de l'eau
36641,ville
36642,ciel
36643,l'eau
36644,plantes en bas
36645,nuages ​​au sommet
36646,ciel bleu
36647,montagnes
36648,l'eau
36649,arbres à droite
36650,montagnes en arrière-plan
36651,quai dans l'eau
36652,eau sur le côté gauche
36653,ou des bateaux hah
36654,plage de sable
36655,ciel
36656,coin supérieur gauche
36657,veste noire gauche
36658,haut blanc sur chariot
36659,arbre en haut à droite
36660,lumière sur le poteau de bronzage côté gauche près du haut
36662,mur marron tout en haut à gauche
36664,arbre en haut à droite
36665,mec en noir à l'arrière du camion
36666,coin tout en haut à droite de la photo
36667,des arbres
36668,gens
36669,coin droit de la saleté
36670,ciel en haut à gauche
36671,route
36672,partie brillante du soleil
36673,ciel
36674,Fontaine
36675,bas de l'écran - trottoir
36676,ciel
36677,ciel
36678,personne à gauche
36679,le coin inférieur droit
36681,poteau de pierre en premier plan
36684,chemise verte à droite
36685,montagnes au milieu
36687,champ vide à gauche
36688,cheval noir
36689,ciel
36692,eau centrale
36694,gens
36695,sac marine au milieu en bas
36696,ciel en haut à gauche
36697,palmier côté gauche
36698,ciel au milieu
36699,herbe en bas à gauche
36702,n'importe quel arbre
36704,visage d'homme en kaki
36706,zone d'arbres en bas à gauche
36709,gens
36711,visage d'homme à droite
36712,sol en bas à gauche
36713,arbre à droite
36714,ciel
36715,ciel à gauche
36716,arbre au milieu
36717,arbre un peu au centre mais juste un peu
36718,herbes semi-sèches
36719,en haut à droite
36720,bâtiment éclairé à l'extrême droite
36721,homme
36722,sol
36723,panneau d'avertissement
36724,haut de la photo
36725,Le coin inférieur droit
36726,panneau
36727,ciel
36729,eau centrale
36730,des arbres
36731,maisons à gauche
36732,arbre de gauche
36733,bâtiment
36734,arbres à droite
36735,bâtiment à droite
36736,chaussée
36737,personne
36738,bâtiment à l'arrière
36740,bâtiment à l'arrière
36741,ciel
36743,pas du milieu ce buisson vert
36744,bâtiment à l'arrière
36745,bâtiment à distance
36746,bâtiment à gauche
36747,coin inférieur gauche
36748,animal
36749,ciel
36750,partie enneigée des montagnes de droite
36751,toit en bas à droite
36752,ciel
36753,arbres en bas au milieu
36754,Le coin inférieur droit
36755,bâtiment orange à l'arrière
36756,coin inférieur gauche
36757,lit à gauche
36759,la fenêtre
36760,la porte
36761,bureau
36762,télévision
36763,zone de lit près du bas de la photo
36765,chaise
36766,le rideau jaune
36767,jeans
36768,centre de la cime des arbres
36769,en bas à gauche
36770,tronc d'arbre à droite
36771,femme en veste bleue
36772,banc de fer
36773,femme à gauche
36774,dame fond blanc
36775,femme en chemise à col noir
36776,planter à droite
36777,femme tenant un serpent
36779,tête de serpent
36780,chemise noire femme
36781,serpent sur femme
36782,haut de l'écran
36783,partie inférieure du cadre au milieu - mais en bas
36784,le poisson
36785,gros poisson au milieu
36787,table en bas à droite
36788,fille
36789,un verre
36790,cerise sur le verre inférieur de la personne que vous ne pouvez pas voir
36791,lumière
36792,cerise sur la boisson
36793,la petite source lumineuse en arrière-plan
36794,mec en arrière-plan
36795,herbe en bas à droite
36796,ciel
36797,arbre devant
36798,les bons palmiers
36799,étage du porche
36800,en haut à droite
36801,pot au sol du balcon
36802,balustrade
36804,coin supérieur gauche
36806,toit en arrière-plan
36808,les trois personnes à gauche
36809,homme à droite
36810,fille deuxième en partant de la droite
36812,chaise
36813,sol en bas à droite
36814,étagères
36815,les livres sur ce stand
36816,livre noir sur pied
36817,salut grand kiosque
36818,livre à l'étage à gauche
36819,livre sur pied
36820,livre sur pied
36821,luminaire suspendu
36822,balcon
36823,toit en haut à gauche
36824,ciel
36825,montagne
36826,chemin de terre
36827,milieu de la colline
36829,fond d'herbe
36830,ciel
36832,ciel
36834,ciel
36835,gens
36836,Océan ouvert
36837,ciel
36838,des arbres
36839,sable de plage en bas à droite
36840,ciel
36841,première personne en partant de la gauche
36842,milieu gauche
36843,groupe de palmiers
36846,océan
36848,le plus grand
36849,ciel
36850,sable
36851,bord droit où l'eau rencontre le sable
36852,eau rt
36854,Le ciel
36855,bleu
36856,homme
36857,en bas à gauche
36859,espèce de fontaine
36860,ciel
36861,allée brunâtre à gauche
36862,gazon
36863,arbre au centre
36864,fond de chaussée
36866,arbre droit un peu hors cadre
36868,champignon à gauche
36869,petit arbre à droite du plus grand arbre
36870,arbre au milieu
36871,le petit truc de la clôture
36873,la maison
36874,Le ciel
36875,champignon à droite
36877,chemin en bas à droite
36878,plafond tout en haut à droite
36879,milieu de fenêtre à barreaux
36881,Le coin inférieur droit
36882,n'importe où dans le coin inférieur droit
36883,chapeau de fête avant droit
36884,le truc au dessus de la tête du mec à droite
36887,mur
36888,chapeau sur le gars avec la chemise blanche
36889,Le coin inférieur droit
36891,la chemise sur la chaise à droite
36892,le jeu des plantes d'extrême droite devrait être terminé maintenant
36893,danseurs homme et femme
36894,Le coin inférieur droit
36897,chaise la plus à droite
36900,chaise loin côté droit chaise très loin
36901,le guidon
36902,main seulement
36903,guidon
36904,boue à droite
36905,sable en haut à gauche
36906,h2o
36907,la plante exotique
36908,visage de barbu
36909,dame à droite
36911,bouteille à droite
36912,bouteille de bière gauche
36913,main qui ne boit pas
36914,mec bizarre
36915,Regardez
36916,haut de la main
36917,appuyez sur soumettre quand vous le trouvez
36919,chapeau bleu au milieu
36921,personne à gauche
36922,homme droit
36923,casquette de baseball noire milieu
36924,Toit rouge
36925,chapeau blanc sur le gars de la caméra
36927,la personne est de retour dans le chapeau bleu
36928,arbres à droite de la tête des gars
36929,iguane
36931,l'homme qui regarde l'iguane
36934,bas de l'écran
36935,couple homme femme
36936,dos du banc où l'enfant est assis
36938,l'eau
36939,plage de sable en bas à gauche
36940,ciel
36941,le rocher à droite
36942,côté rocheux de la chose de gauche
36943,ciel
36944,moitié inférieure de l'image
36945,neige
36946,d'accord donc l'un des coussins verts rempli d'araignées sur la droite
36947,gens
36948,mur rouge à droite
36950,personne sur le canapé à gauche
36951,sol marron
36955,eau à gauche à l'arrière
36956,rez-de-chaussée sous les gens
36957,la barre jaune sur laquelle les gens s'appuient
36959,ciel
36960,immeubles
36961,petite tache de sable juste au-dessus du rial jaune à droite
36962,gens
36963,mauve
36964,mur en bas à gauche
36965,le coin supérieur droit
36967,ciel à gauche
36968,en bas à droite
36969,homme
36971,Dame
36972,Haut
36973,ciel
36975,personnes posant
36978,l'homme à l'extrême gauche
36980,pierre gauche par personne
36981,montagne
36982,nuages ​​rt
36983,sol en bas à gauche
36984,centre du fond du rocher
36985,n'importe quel arbre
36986,eau gauche
36987,nuages ​​tout en haut de la photo
36988,rochers de l'autre côté de la cascade
36989,herbe sur le côté droit
36990,escalier comme des rochers en bas à droite
36991,coller plus près de la photo
36992,cascade centrale
36994,partout
36995,vers nous
36996,grand bol rouge
36997,carrelage mural blanc à gauche
36998,dame au premier plan
36999,t-shirt bleu
37000,plan d'eau le plus proche de chez vous
37001,mont enneigé en haut à droite
37002,ciel
37003,petit lac au milieu à gauche
37004,colline de gauche
37005,n'importe quelle partie de la montagne sur la droite
37006,chapeau
37008,la chemise
37009,fille
37010,devant la rue
37011,grand bâtiment
37012,ciel supérieur
37013,arbres à gauche
37014,personne milieu
37015,la rue
37016,bicyclette
37018,mec jaune à l'arrière-plan avec un pantalon camo
37019,les fenêtres à gauche
37020,personne sur rt lointain
37021,biiiiiiiike
37023,coin inférieur gauche
37024,ciel
37025,arbre devant
37026,sol
37028,bâtiment bleu à gauche
37029,arbres d'extrême gauche
37030,zone blanche en haut à droite
37031,personnes en groupe
37032,statue
37033,statue noire
37034,deux excentriques marchant sur la gauche
37035,2 personnes bizarres sur la gauche
37036,ciel en haut à droite
37037,statue sexy
37038,personne de gauche en blanc
37039,neige
37040,ciel
37041,les gens de droite
37043,l'eau
37044,des nuages
37045,buissons à gauche
37046,personne au milieu
37047,chemise personne extrême droite bleu/noir
37049,imeuble
37050,personne en chemise rouge
37051,ciel bleu
37052,sol en bas à gauche
37053,plaques d'herbe
37055,ciel
37056,haut du ciel
37059,centre supérieur
37062,le sable à gauche
37063,ciel
37065,gens
37066,pont
37068,personnes
37069,un camion
37071,des graines
37072,section de ciel sans nuages ​​bleu en haut
37073,des nuages
37074,gens
37075,en bas au centre
37076,eau avec petit bateau dedans
37077,centre supérieur
37078,joueur de tennis en blanc
37080,joueur de tennis le plus proche
37081,ciel à gauche
37082,fille en bas à gauche en pull marron
37084,mec au centre vêtu d'orange
37085,chemise bleue en bas à droite
37086,deuxième personne du côté droit à l'avant
37087,aucune des personnes
37088,l'homme le plus juste (avec un foulard)
37089,l'arbre
37090,l'arbre à l'extrême droite en arrière-plan
37092,grand gars rouge devant
37093,le sol
37094,ciel
37096,statue
37097,herbe au milieu
37098,l'un des arbres
37099,homme
37100,ciel en haut à gauche
37101,visage
37102,homme
37103,colonne tout à droite
37104,bas de la photo
37105,colonne deuxième en partant de la droite (ce dernier était nul)
37106,pilier tout à gauche
37107,deuxième colonne à gauche
37108,deuxième colonne en partant de la droite
37110,deuxième à droite poutre
37111,pilier gauche
37112,deuxième lustre en partant de la gauche
37113,lustre au rez-de-chaussée à l'extrême droite
37114,pilier gauche
37115,pilier gauche
37116,pilier le plus à gauche
37117,tous les piliers
37118,le lustre au milieu
37119,première colonne à gauche
37120,collou du milieu à droite
37121,ciel
37123,coin inférieur gauche
37124,imeuble
37125,d'accord donc n'importe quelle herbe totalement dans la partie inférieure du milieu - j'ai la teigne !
37126,buissons en bas à droite
37127,le toit du bâtiment le plus à gauche
37128,ciel en haut à gauche
37129,des nuages
37131,bas
37132,soleil
37135,personne d'extrême droite
37137,haut de la photo
37138,centre supérieur
37139,groupe de personnes à gauche
37140,très bas
37141,crâne
37142,mur
37144,clôtures
37145,ciel
37146,lumière sur clôture
37147,la partie noire de la clôture
37148,drapeau à droite
37149,bas
37150,clôture
37151,clôture
37152,drapeau très haut
37153,clôture
37154,portail
37156,haut de l'immeuble
37157,clôture
37158,gens
37159,la télé sur la table
37160,table rose
37162,lit
37163,plus grande photo au mur
37164,la dame devant qui est petite et a une robe
37165,visage de fille à gauche
37166,deuxième ballon en partant de la gauche
37167,fille en rouge très loin en arrière
37168,sol
37170,fenêtre blanche grande surface
37172,personne à l'extrême gauche
37173,photo accrochée au mur
37174,homme rouge moyen
37176,ballon rose au milieu
37177,décoration à droite
37178,dame en robe à l'extrême droite
37179,un ballon violet près du mur du fond
37180,mec blanc vêtu de blanc
37183,herbe verte en haut à gauche du miroir
37184,route du haut
37185,arbres à gauche
37186,Ouais
37187,ciel
37188,tache verte à gauche
37189,tout ciel blanc au sommet
37190,arbres/buissons dans le coin supérieur droit
37191,sol
37192,haut moyen buisson vert
37194,les gens du centre
37195,personne à l'extrême gauche
37197,chapeau de gars le plus à gauche
37198,chapeau sur le gars à gauche à peine sur la photo
37199,buisson haut milieu
37200,buisson au centre de l'arrière-plan
37201,personne loin rt
37203,terrain devant
37204,ciel
37205,toute personne
37206,gens
37207,vert au milieu à droite
37208,l'eau
37209,limite forestière en bas à droite
37210,arbres au milieu de l'eau touchante
37211,atmosphère
37212,ciel
37213,montagne à gauche
37214,bas de l'image
37215,carte en bois
37216,vert
37217,dos d'armoire
37218,mur d'ours
37220,chaise rouge en bas du milieu
37221,lampe
37222,porte presque au centre
37223,plancher
37224,personne
37225,visage
37226,ciel
37227,l'eau
37228,montagne
37229,la gauche
37230,désolé j'ai confondu mon l et r ! parapluie coloré
37231,mec avant droit
37232,imeuble
37233,lampadaire milieu/gauche
37234,grande statue
37235,sol
37236,arbres au milieu à gauche
37237,parapluie en bas à gauche
37238,chariot/support tout à gauche
37239,ciel
37240,lampadaire droit
37241,chariot de nourriture en bas au milieu à droite
37242,arbre en haut à gauche
37243,pilier à gauche
37244,planche de surf
37245,père noël noir
37247,arbre en haut à gauche
37248,parapluie rt
37249,deuxième pot de fleurs en partant de la gauche
37250,tuiles intermédiaires
37252,tache de fleurs rouge à gauche
37253,Le ciel
37254,gauche petit arbre
37255,fond beige devant milieu
37256,mec bien
37257,l'une des personnes sur la gauche
37258,chemise homme bleu pantalon kahki
37259,ciel
37260,les gens en bas à gauche
37262,arbre en haut à droite
37263,milieu
37264,bas
37265,ciel à droite
37267,sol
37271,sommet des sommets des montagnes
37272,gens
37273,montagne à l'arrière de la ville
37274,ciel
37275,contour d'horizon de montagne
37276,ciel
37278,montagne à l'arrière côté droit
37279,montagne gauche
37280,gens
37281,plante la plus haute
37282,ciel
37283,le truc au milieul'orange
37284,fleur rouge à droite
37285,fleur directement au centre de l'image
37286,plante intermédiaire
37287,plante sur la gauche mtg
37288,plante la plus à droite
37289,droite voiture
37290,fond de terre
37291,au sol coin gauche très à gauche
37292,ciel
37293,vus gauche
37294,la dame
37295,le cartable sur le devant
37296,terrain d'extrême gauche
37297,logo jaune
37298,nez de femme
37299,sol à droite
37300,bâtiments à l'horizon
37301,ciel
37302,visage
37303,mur blanc en haut à gauche
37304,zone rose en haut à droite
37305,sac à dos en bas à gauche
37306,pack bleu mec bonnet beige
37307,gens
37308,sac bleu en bas à gauche
37309,chapeau
37310,espace vert en haut à gauche
37312,groupe
37313,montagne gauche
37314,nuages ​​en haut à droite
37315,sol inférieur
37316,gens
37317,voiture de gauche
37318,ciel
37320,gens
37321,surface du mur
37322,bâtiment de gauche
37323,bâtiment du milieu et vous devez aller plus vite
37324,bâtiment du milieu
37325,sol
37326,ciel
37327,bâtiment au milieu
37328,bâtiment du milieu
37329,bâtiment du milieu
37330,personnes devant à gauche
37331,bâtiment de gauche
37332,bâtiment rt
37333,bâtiment du milieu
37334,centre de construction
37335,partie inférieure
37336,montagne droite
37337,ciel
37339,palmier gauche
37340,bâtiment jaune côté gauche
37341,ciel
37342,herbe verte à droite
37343,arbre de droite
37346,chaussée
37347,drapeau
37350,l'arbre à gauche
37351,groupe de personnes
37352,arbre à gauche
37353,l'homme tout le chemin à gauche
37354,laisse à droite
37355,apparemment les gens ne veulent pas monter les escaliers (cliquez sur le signe)
37356,fille de gauche en blanc
37358,mec à droite en sweat à capuche bleu
37360,partie grise supérieure droite du bâtiment
37361,arbre
37362,le plus en bas à gauche
37364,homme en bleu au milieu
37365,les gens à la porte
37366,grand homme
37367,photo au fond
37368,briques
37369,haut de fenêtre
37370,dame debout
37371,bureau avant gauche
37372,sol
37374,chapeau jaune du garçon à gauche
37375,bureau devant droite
37376,enfant en bas à droite
37377,fille confuse avant gauche
37378,cheveux de professeur
37379,la gauche
37380,enfant en rouge
37381,chapeau blanc
37382,jupe de dame
37384,personne milieu
37385,en bas à droite
37386,arbres gauches
37387,ciel
37390,chevaux ou quoi que ce soit dans l'écurie sur la gauche
37391,les chevaux à gauche la moitié supérieure d'entre eux
37392,la clôture à gauche
37393,herbe devant
37394,personne sur rt
37395,zone du ciel à droite
37396,homme de gauche en blanc
37397,des arbres
37398,colline noire
37399,sable avec de petites plantes au milieu à droite
37400,route
37401,petits arbustes à gauche
37402,le sol au premier plan
37403,ciel
37404,panneau
37405,la barrière
37406,très très bas de l'écran
37407,éclat de mur en bas de la photo
37408,éclat de bois au fond de l'écran
37409,gens
37410,milieu n'importe où
37411,l'herbe verte
37412,voiture rouge en bas à gauche
37413,mec sans bras
37414,ciel
37415,caméra
37417,fenêtres de construction
37418,mec en chemise rouge
37419,plateau au centre droit
37420,ciel
37421,route
37422,buissons gauches
37424,palmier sur rt
37425,mon gars
37426,bâtiment jaune en haut à gauche
37427,bureau des garçons
37428,la main la plus droite
37429,pull gris à rayures blanches
37430,enfant souriant devant
37431,visage
37432,le pull à l'arrière-plan
37433,Pomme
37434,le plus proche
37435,dos de la tête des gars blonds
37436,dame aux cheveux blonds en bas à gauche
37437,bas de l'image
37439,canard
37440,oiseau
37441,panneau
37443,le bâtiment blanc à droite
37448,feu gauche
37449,arbres d'un vert très foncé
37450,arbre à droite
37451,bâtiment rouge moyen
37452,bas
37453,bâtiment en brique de gauche
37454,bâtiment gauche milieu
37455,ciel
37456,toit
37457,ensemble supérieur de fenêtres les plus proches de nous
37458,ouais
37459,ouvrir les fenêtres au milieu
37461,personne
37462,fenêtre au milieu
37463,lampadaire en bas à droite
37464,ciel
37466,ciel
37467,route à gauche
37468,mec
37469,paroi rocheuse à gauche
37470,arbres/trucs verts dans la vallée à droite
37471,les gens
37472,gazon
37473,à droite
37474,vallée brun rougeâtre à droite
37475,zone de ciel bleu en haut à gauche
37476,des nuages
37477,chandelier du milieu
37478,deuxième flamme de bougie
37479,la nourriture jaune en bas à gauche
37480,deuxième bougie
37481,verre à boire juste en bas
37482,flamme de bougie au milieu seulement
37483,ma faute! mur
37485,la bouteille de vin
37486,flamme de la bougie en arrière
37487,coin supérieur gauche
37488,plat de pâtes en bas à gauche
37489,dernière bougie à l'arrière
37491,occasion en bas à droite
37492,en bas à droite : burger playe
37494,personnes à gauche
37496,la bougie à l'arrière-plan
37497,flamme de bougie seulement devant
37498,première bougie
37502,devant de la table
37503,pour 20 centimes cliquez sur le ciel
37504,gazon
37505,personne à gauche
37506,mur rose n'importe où
37507,planches de bois en haut
37508,couvre-lit
37509,sol
37510,mur
37511,côté droit en bas
37512,la squelette de droite
37513,en bas à gauche
37514,le diable avec les morts celui de gauche
37515,ciel bleu
37516,ssssssssssssssaaaaaaaaaaabbbbbbbbbblllllllleeeeeeeeee
37519,l'eau
37520,palmiers à gauche en arrière-plan
37521,palmier droite en haut
37522,des nuages
37524,centre de camionette bleu
37526,coin supérieur gauche
37527,la chose verte sur le mur
37529,en haut à droite
37530,garage automobile
37531,bonhomme de bagages
37532,voiture à droite qui rampe à l'arrière
37533,droite véhicule
37534,gens
37535,voiture à droite
37536,vélo au-dessus de la voiture
37537,camion à droite
37538,un peu de véhicule dans le garage
37539,voiture à droite
37540,voiture au garage
37541,le gars aux cheveux rouges
37543,cette énorme main
37544,ciel
37547,ciel
37548,quatrième drapeau de retour
37550,gens
37551,Sol au soleil juste en dessous de la boîte rouge en cours d'exécution
37552,drapeau gauche
37553,bâtiment à gauche
37555,homme
37556,veste blanche
37557,regarde ce que j'ai acheté !
37558,chapeau d'homme à l'extrême droite
37559,mur bleu-vert
37560,ciel
37561,juste le visage
37562,créature à gauche
37563,désert à gauche
37564,enfant
37566,montagne en arrière-plan
37567,chien
37568,sol gauche
37569,main d'homme en bleu devant
37570,face le plus à droite
37571,fille au milieu de la tête
37572,main au milieu du bas
37573,femme au milieu
37574,les personnes
37575,mec à gauche
37576,chemise jaune
37577,immeubles
37578,nuages ​​​​du ciel
37579,motard
37580,montagne au loin
37581,les briques de couleur rougeâtre
37582,le vélo le gars eston
37583,vélo à droite
37584,route
37585,terrain avant
37586,ciel
37587,ignorer les 2 personnes à gauche
37588,personne de gauche
37589,deuxième personne avec chapeau de cowboy
37591,deuxième fenêtre en partant de la droite
37593,en bas de la fenêtre le plus à gauche
37594,pelouse à gauche
37595,la porte de l'immeuble
37598,portail/clôture
37599,fenêtre au deuxième étage à l'avant
37600,ciel
37601,imeuble
37604,colline verte à l'extrême droite
37606,fenêtre en bas à droite
37607,fenêtre avant du troisième étage à gauche
37608,homme
37610,l'eau
37611,des arbres
37612,ciel
37613,toit
37614,toit de chaume
37615,personne à l'extrême gauche
37616,les gens au milieu
37617,le bâtiment
37618,plafond
37619,d'accord donc le poste le plus avant de Spider Cabana
37620,centre de la fosse
37621,espèce de toit
37622,sol en bas à gauche
37623,la chose auvent de toit
37624,toit en bois
37625,grand poteau
37626,dame en blanc seconde à partir de la droite
37627,pull mec bras croisés devant
37628,gens
37629,personne à gauche
37630,homme à l'extrême droite
37631,sol en brique
37632,le bâtiment à colonnes
37633,montagnes blanches
37634,ciel bleu
37635,herbe au premier plan
37636,montagne
37637,énorme lot de neige sur la montagne
37638,les nuages
37639,groupe de personnes
37640,mec n rouge
37641,caméra
37642,mec à droite
37643,veste vert menthe
37644,Chemise verte
37645,veste rose
37646,groupe
37647,veste rose à gauche
37648,personne en bleu à gauche
37649,la veste rose
37650,homme à l'extrême droite avec capuche
37651,veste marron
37652,veste rose nana
37653,la deuxième personne à partir de la droite
37654,personne la plus à droite
37655,ciel
37656,veste rose
37657,sweatshirt à capuche
37658,manteau bleu
37659,mec à l'extrême droite
37660,veste rose
37661,homme à droite
37662,ciel
37663,monument
37665,ciel
37666,arbre du milieu à côté du bâtiment beige
37667,bâtiment à l'arrière
37668,construire à droite
37669,fenêtre en haut à droite
37670,arbre à gauche
37671,fenêtre à barreaux en haut à droite
37672,fenêtre en haut à droite
37673,l'arbre le plus à droite
37674,sol
37675,fenêtre/grille inférieure sur le bâtiment de droite
37676,fenêtre en haut à droite
37677,fenêtre en haut à droite
37678,fenêtre au troisième étage à l'extrême droite
37679,hôtel écrit
37680,fenêtre la plus à droite
37681,grand arbre à gauche
37682,palmier droite
37683,rue
37684,ciel
37686,bâtiment
37687,terrain en terrasse
37688,des arbres
37689,chaîne de montagnes seulement
37690,ciel blanc
37691,n'importe où en au milieu montagne
37692,arbre mort - en haut à gauche
37694,rocher à droite
37695,roseaux d'herbe en premier plan
37696,gauche l'eau
37697,tout en bas à droite
37698,chaise jaune
37699,fenêtre en haut à gauche
